%26/03/2021 11:55:09
%Laser Wavelength:697[nm]
%Laser Power:5[mW]
%Amplifier Gain:40[dB]
%1-1
%0.0	0.0
%12.0	12.0
%0.2	0.2
%1
%Swipe sulla tensione con onda sinusoidale su un canale, canali rimanenti a 0 V.Chip Q2-2+8
%PD at channel 3: Voltage [V]	Current [mA]	Channel 0 : Voltage [V]	Current [mA]	Channel 0 : Voltage [V]	Current [mA]
+1739.567000	-00.000000	+06.400000	+04.394500	+06.400000	+04.353800
+1676.211000	-00.000000	+06.599900	+04.475900	+06.599900	+04.516600
+1611.121000	-00.000000	+06.799900	+04.638600	+06.799900	+04.638600
+1543.687000	-00.000000	+06.999800	+04.760700	+06.999800	+04.760700
+1471.358000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1390.533000	-00.000000	+07.399900	+05.004800	+07.399900	+05.004800
+1314.310000	-00.000000	+07.599900	+05.126900	+07.599900	+05.167600
+1246.925000	-00.000000	+07.799800	+05.249000	+07.799800	+05.249000
+1180.822000	-00.000000	+08.000000	+05.330400	+08.000000	+05.330400
+1114.194000	-00.000000	+08.199900	+05.493100	+08.199900	+05.452400
+1045.503000	-00.000000	+08.399900	+05.615200	+08.399900	+05.574500
+972.088000	-00.000000	+08.599800	+05.696600	+08.599800	+05.737300
+898.904000	-00.000000	+08.800000	+05.859300	+08.800000	+05.859300
+824.354000	-00.000000	+08.999900	+05.981400	+08.999900	+05.981400
+749.889000	-00.000000	+09.199900	+06.062800	+09.199900	+06.062800
+674.129000	-00.000000	+09.399800	+06.225500	+09.399800	+06.225500
+600.812000	-00.000000	+09.600000	+06.347600	+09.600000	+06.347600
+531.889000	-00.000000	+09.799900	+06.469700	+09.799900	+06.429000
+466.262000	-00.000000	+09.999900	+06.551100	+09.999900	+06.591700
+400.574000	-00.000000	+10.199800	+06.673100	+10.199800	+06.673100
+340.672000	-00.000000	+10.399900	+06.835900	+10.399900	+06.795200
+286.081000	-00.000000	+10.599900	+06.917300	+10.599900	+06.917300
+233.308000	-00.000000	+10.799900	+06.998600	+10.799900	+06.998600
+185.272000	-00.000000	+10.999800	+07.120700	+10.999800	+07.080000
+146.037000	-00.000000	+11.199900	+07.202100	+11.199900	+07.202100
+110.770000	-00.000000	+11.399900	+07.324200	+11.399900	+07.324200
+79.946000	-00.000000	+11.599900	+07.446200	+11.599900	+07.446200
+53.859000	-00.000000	+11.799800	+07.568300	+11.799800	+07.527600
+35.926000	-00.000000	+12.000000	+07.690400	+12.000000	+07.649700
+53.859000	-00.000000	+11.799800	+07.568300	+11.799800	+07.568300
+78.787000	-00.000000	+11.599900	+07.405500	+11.599900	+07.446200
+108.011000	-00.000000	+11.399900	+07.324200	+11.399900	+07.324200
+142.680000	-00.000000	+11.199900	+07.202100	+11.199900	+07.202100
+182.281000	-00.000000	+10.999800	+07.080000	+10.999800	+07.080000
+227.070000	-00.000000	+10.799900	+06.958000	+10.799900	+06.958000
+276.949000	-00.000000	+10.599900	+06.917300	+10.599900	+06.917300
+330.943000	-00.000000	+10.399900	+06.754500	+10.399900	+06.795200
+387.597000	-00.000000	+10.199800	+06.673100	+10.199800	+06.673100
+449.123000	-00.000000	+09.999900	+06.551100	+09.999900	+06.551100
+510.904000	-00.000000	+09.799900	+06.429000	+09.799900	+06.429000
+542.644000	-00.000000	+09.600000	+06.347600	+09.600000	+06.306900
+645.637000	-00.000000	+09.399800	+06.184800	+09.399800	+06.225500
+716.294000	-00.000000	+09.199900	+06.062800	+09.199900	+06.062800
+788.110000	-00.000000	+08.999900	+05.981400	+08.999900	+05.981400
+860.768000	-00.000000	+08.800000	+05.818600	+08.800000	+05.818600
+933.818000	-00.000000	+08.599800	+05.696600	+08.599800	+05.696600
+1007.282000	-00.000000	+08.399900	+05.574500	+08.399900	+05.615200
+1081.857000	-00.000000	+08.199900	+05.493100	+08.199900	+05.493100
+1154.064000	-00.000000	+08.000000	+05.330400	+08.000000	+05.330400
+1222.498000	-00.000000	+07.799800	+05.208300	+07.799800	+05.208300
+1296.072000	-00.000000	+07.599900	+05.126900	+07.599900	+05.126900
+1368.755000	-00.000000	+07.399900	+05.004800	+07.399900	+05.004800
+1433.833000	-00.000000	+07.200000	+04.882800	+07.200000	+04.842100
+1492.929000	-00.000000	+06.999800	+04.720000	+06.999800	+04.760700
+1553.014000	-00.000000	+06.799900	+04.638600	+06.799900	+04.597900
+1612.110000	-00.000000	+06.599900	+04.475900	+06.599900	+04.516600
+1676.711000	-00.000000	+06.400000	+04.353800	+06.400000	+04.353800
+1736.271000	-00.000000	+06.199800	+04.231700	+06.199800	+04.231700
+1791.229000	-00.000000	+05.999900	+04.069000	+05.999900	+04.109700
+1835.688000	-00.000000	+05.799900	+03.946900	+05.799900	+03.946900
+1880.160000	-00.000000	+05.599900	+03.824800	+05.599900	+03.824800
+1930.284000	-00.000000	+05.399800	+03.702700	+05.399800	+03.702700
+1979.077000	-00.000000	+05.199900	+03.540000	+05.199900	+03.540000
+2023.878000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+2064.052000	-00.000000	+04.799900	+03.295800	+04.799900	+03.295800
+2104.007000	-00.000000	+04.599800	+03.173800	+04.599800	+03.173800
+2143.327000	-00.000000	+04.399900	+03.011000	+04.399900	+03.051700
+2177.752000	-00.000000	+04.199900	+02.848300	+04.199900	+02.848300
+2223.334000	-00.000000	+03.999900	+02.766900	+03.999900	+02.726200
+2263.680000	-00.000000	+03.799800	+02.644800	+03.799800	+02.604100
+2296.786000	-00.000000	+03.599900	+02.482000	+03.599900	+02.441400
+2325.510000	-00.000000	+03.399900	+02.319300	+03.399900	+02.360000
+2350.682000	-00.000000	+03.199900	+02.156500	+03.199900	+02.197200
+2382.128000	-00.000000	+02.999800	+02.075100	+02.999800	+02.075100
+2412.391000	-00.000000	+02.799900	+01.912400	+02.799900	+01.912400
+2438.502000	-00.000000	+02.599900	+01.749600	+02.599900	+01.790300
+2463.564000	+00.040600	+02.399900	+01.668200	+02.399900	+01.627600
+2486.209000	-00.000000	+02.199800	+01.505500	+02.199800	+01.546200
+2507.620000	-00.000000	+01.999900	+01.383400	+01.999900	+01.383400
+2540.849000	-00.000000	+01.799900	+01.220700	+01.799900	+01.220700
+2561.406000	-00.000000	+01.599900	+01.098600	+01.599900	+01.098600
+2572.515000	-00.000000	+01.399800	+00.935800	+01.399800	+00.935800
+2578.411000	+00.040600	+01.199900	+00.813800	+01.199900	+00.813800
+2593.670000	-00.000000	+00.999900	+00.651000	+00.999900	+00.651000
+2597.406000	-00.000000	+00.799900	+00.488200	+00.799900	+00.528900
+2603.314000	-00.000000	+00.599800	+00.366200	+00.599800	+00.366200
+2608.563000	-00.000000	+00.399900	+00.244100	+00.399900	+00.203400
+2618.818000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
+2641.377000	-00.000000	+00.000000	-00.040600	+00.000000	+00.000000
+2647.823000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
+2647.615000	-00.000000	+00.399900	+00.203400	+00.399900	+00.244100
+2644.588000	-00.000000	+00.599800	+00.366200	+00.599800	+00.366200
+2640.376000	-00.000000	+00.799900	+00.528900	+00.799900	+00.528900
+2638.227000	+00.040600	+00.999900	+00.651000	+00.999900	+00.651000
+2634.089000	+00.040600	+01.199900	+00.813800	+01.199900	+00.813800
+2625.849000	-00.000000	+01.399800	+00.935800	+01.399800	+00.935800
+2613.129000	-00.000000	+01.599900	+01.098600	+01.599900	+01.098600
+2599.371000	-00.000000	+01.799900	+01.220700	+01.799900	+01.220700
+2577.898000	-00.000000	+01.999900	+01.383400	+01.999900	+01.383400
+2563.359000	-00.000000	+02.199800	+01.546200	+02.199800	+01.546200
+2536.271000	-00.000000	+02.399900	+01.668200	+02.399900	+01.668200
+2517.557000	-00.000000	+02.599900	+01.790300	+02.599900	+01.790300
+2493.570000	-00.000000	+02.799900	+01.912400	+02.799900	+01.953100
+2471.816000	-00.000000	+02.999800	+02.075100	+02.999800	+02.075100
+2448.207000	-00.000000	+03.199900	+02.197200	+03.199900	+02.197200
+2419.691000	-00.000000	+03.399900	+02.319300	+03.399900	+02.360000
+2384.045000	-00.000000	+03.599900	+02.482000	+03.599900	+02.482000
+2353.563000	-00.000000	+03.799800	+02.604100	+03.799800	+02.604100
+2322.935000	-00.000000	+03.999900	+02.766900	+03.999900	+02.766900
+2286.349000	-00.000000	+04.199900	+02.929600	+04.199900	+02.888900
+2256.282000	-00.000000	+04.399900	+03.051700	+04.399900	+03.011000
+2213.092000	-00.000000	+04.599800	+03.173800	+04.599800	+03.133100
+2171.392000	-00.000000	+04.799900	+03.295800	+04.799900	+03.295800
+2121.818000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+2065.773000	-00.000000	+05.199900	+03.580700	+05.199900	+03.540000
+2018.836000	-00.000000	+05.399800	+03.702700	+05.399800	+03.702700
+1964.232000	-00.000000	+05.599900	+03.824800	+05.599900	+03.824800
+1909.751000	-00.000000	+05.799900	+03.987600	+05.799900	+03.946900
+1853.523000	-00.000000	+05.999900	+04.109700	+05.999900	+04.069000
+1793.341000	-00.000000	+06.199800	+04.231700	+06.199800	+04.231700
+1728.886000	-00.000000	+06.400000	+04.353800	+06.400000	+04.353800
+1664.248000	-00.000000	+06.599900	+04.516600	+06.599900	+04.516600
+1601.147000	-00.000000	+06.799900	+04.638600	+06.799900	+04.638600
+1529.478000	-00.000000	+06.999800	+04.760700	+06.999800	+04.720000
+1459.334000	-00.000000	+07.200000	+04.842100	+07.200000	+04.882800
+1384.722000	-00.000000	+07.399900	+05.004800	+07.399900	+05.004800
+1313.187000	-00.000000	+07.599900	+05.126900	+07.599900	+05.126900
+1243.031000	-00.000000	+07.799800	+05.208300	+07.799800	+05.249000
+1172.692000	+00.040600	+08.000000	+05.330400	+08.000000	+05.330400
+1097.812000	-00.000000	+08.199900	+05.452400	+08.199900	+05.452400
+1026.167000	-00.000000	+08.399900	+05.574500	+08.399900	+05.574500
+953.191000	-00.000000	+08.599800	+05.696600	+08.599800	+05.737300
+877.493000	-00.000000	+08.800000	+05.818600	+08.800000	+05.818600
+798.706000	-00.000000	+08.999900	+05.940700	+08.999900	+05.940700
+718.894000	-00.000000	+09.199900	+06.062800	+09.199900	+06.062800
+645.833000	-00.000000	+09.399800	+06.184800	+09.399800	+06.184800
+575.591000	-00.000000	+09.600000	+06.306900	+09.600000	+06.306900
+514.017000	-00.000000	+09.799900	+06.429000	+09.799900	+06.429000
+455.141000	-00.000000	+09.999900	+06.551100	+09.999900	+06.551100
+392.907000	-00.000000	+10.199800	+06.673100	+10.199800	+06.673100
+329.893000	-00.000000	+10.399900	+06.795200	+10.399900	+06.754500
+274.654000	-00.000000	+10.599900	+06.917300	+10.599900	+06.876600
+221.284000	-00.000000	+10.799900	+06.958000	+10.799900	+06.958000
+176.006000	-00.000000	+10.999800	+07.080000	+10.999800	+07.120700
+135.075000	-00.000000	+11.199900	+07.202100	+11.199900	+07.202100
+100.211000	-00.000000	+11.399900	+07.324200	+11.399900	+07.324200
+70.766000	-00.000000	+11.599900	+07.405500	+11.599900	+07.446200
+52.321000	-00.000000	+11.799800	+07.527600	+11.799800	+07.527600
+36.464000	-00.000000	+12.000000	+07.649700	+12.000000	+07.649700
+49.965000	-00.000000	+11.799800	+07.527600	+11.799800	+07.527600
+72.488000	-00.000000	+11.599900	+07.405500	+11.599900	+07.405500
+99.820000	-00.000000	+11.399900	+07.324200	+11.399900	+07.283500
+132.780000	-00.000000	+11.199900	+07.202100	+11.199900	+07.202100
+173.113000	-00.000000	+10.999800	+07.080000	+10.999800	+07.080000
+215.864000	-00.000000	+10.799900	+06.998600	+10.799900	+06.958000
+262.593000	-00.000000	+10.599900	+06.876600	+10.599900	+06.876600
+315.427000	-00.000000	+10.399900	+06.795200	+10.399900	+06.795200
+371.154000	-00.000000	+10.199800	+06.673100	+10.199800	+06.673100
+431.141000	-00.000000	+09.999900	+06.551100	+09.999900	+06.551100
+494.021000	-00.000000	+09.799900	+06.429000	+09.799900	+06.429000
+558.696000	-00.000000	+09.600000	+06.306900	+09.600000	+06.306900
+627.229000	-00.000000	+09.399800	+06.184800	+09.399800	+06.184800
+695.175000	-00.000000	+09.199900	+06.062800	+09.199900	+06.062800
+765.404000	-00.000000	+08.999900	+05.940700	+08.999900	+05.940700
+783.972000	-00.000000	+08.800000	+05.818600	+08.800000	+05.818600
+907.547000	-00.000000	+08.599800	+05.696600	+08.599800	+05.696600
+977.630000	+00.040600	+08.399900	+05.574500	+08.399900	+05.574500
+1050.960000	-00.000000	+08.199900	+05.452400	+08.199900	+05.452400
+1123.411000	-00.000000	+08.000000	+05.330400	+08.000000	+05.330400
+1196.179000	-00.000000	+07.799800	+05.208300	+07.799800	+05.208300
+1269.521000	-00.000000	+07.599900	+05.126900	+07.599900	+05.086200
+1342.058000	-00.000000	+07.399900	+04.964100	+07.399900	+05.004800
+1411.469000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1478.475000	-00.000000	+06.999800	+04.760700	+06.999800	+04.720000
+1547.362000	-00.000000	+06.799900	+04.638600	+06.799900	+04.597900
+1614.356000	-00.000000	+06.599900	+04.475900	+06.599900	+04.475900
+1677.358000	-00.000000	+06.400000	+04.353800	+06.400000	+04.353800
+1736.332000	-00.000000	+06.199800	+04.231700	+06.199800	+04.231700
+1794.952000	-00.000000	+05.999900	+04.069000	+05.999900	+04.069000
+1848.006000	-00.000000	+05.799900	+03.946900	+05.799900	+03.946900
+1900.693000	-00.000000	+05.599900	+03.824800	+05.599900	+03.824800
+1948.436000	-00.000000	+05.399800	+03.702700	+05.399800	+03.662100
+1996.142000	-00.000000	+05.199900	+03.540000	+05.199900	+03.540000
+2039.125000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+2079.836000	-00.000000	+04.799900	+03.295800	+04.799900	+03.255200
+2115.690000	-00.000000	+04.599800	+03.133100	+04.599800	+03.133100
+2155.705000	-00.000000	+04.399900	+03.011000	+04.399900	+03.011000
+2192.901000	-00.000000	+04.199900	+02.888900	+04.199900	+02.888900
+2226.984000	-00.000000	+03.999900	+02.766900	+03.999900	+02.726200
+2266.378000	-00.000000	+03.799800	+02.644800	+03.799800	+02.604100
+2303.952000	-00.000000	+03.599900	+02.441400	+03.599900	+02.482000
+2338.707000	-00.000000	+03.399900	+02.319300	+03.399900	+02.319300
+2374.169000	-00.000000	+03.199900	+02.197200	+03.199900	+02.197200
+2411.158000	-00.000000	+02.999800	+02.075100	+02.999800	+02.075100
+2440.992000	-00.000000	+02.799900	+01.912400	+02.799900	+01.912400
+2473.464000	-00.000000	+02.599900	+01.790300	+02.599900	+01.790300
+2503.763000	-00.000000	+02.399900	+01.627600	+02.399900	+01.708900
+2526.774000	-00.000000	+02.199800	+01.505500	+02.199800	+01.546200
+2545.109000	+00.040600	+01.999900	+01.342700	+01.999900	+01.383400
+2562.944000	-00.000000	+01.799900	+01.220700	+01.799900	+01.220700
+2579.888000	-00.000000	+01.599900	+01.098600	+01.599900	+01.098600
+2590.594000	-00.000000	+01.399800	+00.935800	+01.399800	+00.935800
+2599.249000	-00.000000	+01.199900	+00.813800	+01.199900	+00.813800
+2598.505000	-00.000000	+00.999900	+00.651000	+00.999900	+00.651000
+2595.953000	+00.040600	+00.799900	+00.488200	+00.799900	+00.528900
+2588.482000	-00.000000	+00.599800	+00.366200	+00.599800	+00.366200
+2584.979000	+00.040600	+00.399900	+00.203400	+00.399900	+00.244100
+2582.208000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
