+00.000000	+00.838294
+00.024388	+00.838628
+00.097616	+00.837442
+00.244059	+00.835753
+00.455623	+00.834711
+00.691631	+00.833190
+00.976479	+00.826576
+01.309933	+00.821917
+01.822766	+00.818836
+02.197138	+00.814372
+02.766662	+00.812325
+03.401331	+00.806853
+04.003513	+00.798140
+04.654601	+00.793811
+05.468485	+00.790545
+06.224885	+00.779907
+07.161056	+00.771913
+08.023764	+00.761066
+08.934952	+00.751250
+09.895059	+00.740970
+11.067323	+00.731371
+12.133091	+00.720893
+13.427175	+00.706973
+14.786057	+00.694833
+15.819510	+00.680738
+17.292654	+00.666416
+18.619282	+00.649906
+19.993839	+00.633252
+21.646413	+00.618008
+23.127681	+00.598563
+24.657789	+00.579018
+26.488026	+00.561527
+28.124800	+00.541960
+29.540492	+00.522221
+31.542016	+00.501942
+33.323948	+00.480934
+35.156160	+00.458400
+37.035020	+00.433219
+38.963927	+00.409471
+40.941150	+00.388478
+42.643200	+00.367883
+45.042871	+00.347126
+47.167118	+00.325725
+48.989621	+00.302853
+51.561840	+00.280052
+53.832002	+00.256826
+55.777154	+00.233627
+58.518455	+00.210024
+60.936960	+00.187182
+63.402413	+00.165709
+65.510345	+00.145263
+68.064285	+00.124798
+71.092676	+00.106136
+73.322688	+00.089128
+75.584180	+00.072687
+78.326276	+00.057721
+80.662800	+00.045498
+83.495148	+00.034510
+86.375175	+00.024907
+89.304426	+00.016780
+92.284800	+00.011193
+89.304426	+00.016780
+85.903059	+00.024546
+83.495148	+00.033651
+80.662800	+00.044452
+77.878584	+00.056789
+75.145704	+00.070743
+73.322688	+00.086283
+70.246125	+00.103105
+68.064285	+00.120755
+65.510345	+00.139924
+63.003557	+00.159171
+60.936960	+00.169060
+58.135883	+00.201147
+55.777154	+00.223160
+53.832002	+00.245535
+51.203680	+00.268171
+48.989621	+00.290930
+46.825243	+00.313817
+45.042871	+00.337051
+42.643200	+00.359547
+40.623698	+00.380868
+38.963927	+00.403789
+37.035020	+00.426434
+35.156160	+00.446709
+33.039056	+00.465120
+31.542016	+00.483839
+29.540492	+00.502251
+27.864320	+00.522377
+26.235694	+00.540933
+24.413593	+00.558055
+22.891625	+00.571906
+21.418498	+00.585761
+19.993839	+00.601377
+18.407646	+00.616579
+17.292654	+00.630536
+15.819510	+00.643053
+14.598845	+00.655500
+13.248099	+00.667751
+11.962575	+00.678476
+11.067323	+00.692677
+10.049711	+00.705246
+08.934952	+00.715560
+07.885388	+00.724509
+06.900584	+00.732352
+06.224885	+00.742149
+05.354529	+00.751577
+04.548785	+00.759712
+04.003513	+00.767520
+03.311799	+00.774575
+02.766662	+00.781245
+02.197138	+00.791598
+01.757650	+00.798002
+01.309933	+00.801463
+00.976479	+00.803300
+00.650935	+00.808054
+00.390511	+00.809218
+00.219647	+00.811059
+00.097616	+00.812694
+00.016252	+00.815889
