%20/01/2021 16:57:29
%Laser Wavelength:697[nm]
%Laser Power:5[mW]
%Amplifier Gain:40[dB]
%2-2
%0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
%0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
%1
%Swipe sulla tensione con onda sinusoidale su un canale, canali rimanenti a 0 V.Ciascun canale pilota una termoresistenza%PD at channel 3: Voltage [V]	Current [mA]	Channel 1 : Voltage [V]	Current [mA]	Channel 1 : Voltage [V]	Current [mA]	Channel 1 : Voltage [V]	Current [mA]	Channel 1 : Voltage [V]	Current [mA]	Channel 1 : Voltage [V]	Current [mA]	Channel 1 : Voltage [V]	Current [mA]	Channel 1 : Voltage [V]	Current [mA]	Channel 1 : Voltage [V]	Current [mA]	Channel 1 : Voltage [V]	Current [mA]	Channel 1 : Voltage [V]	Current [mA]
0.0	8.9111	3.5999	0.8951	3.5999	0.8951	3.5999	0.9358	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.9358	3.5999	0.8951	3.5999	0.8951
0.0	8.9925	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8138	3.3999	0.8544	3.3999	0.8138	3.3999	0.8138	3.3999	0.8544
0.0	9.0738	3.1998	0.8138	3.1998	0.8138	3.1998	0.8138	3.1998	0.8138	3.1998	0.8138	3.1998	0.8138	3.1998	0.7731	3.1998	0.7731	3.1998	0.8138	3.1998	0.8138
0.0	9.0738	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324
0.0	9.0332	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.7324	2.7999	0.6917
0.0	8.9925	2.5999	0.6103	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.6103	2.5999	0.651	2.5999	0.651
0.0	8.9111	2.3998	0.6103	2.3998	0.5696	2.3998	0.6103	2.3998	0.6103	2.3998	0.6103	2.3998	0.5696	2.3998	0.6103	2.3998	0.5696	2.3998	0.5696	2.3998	0.5696
0.0	8.8297	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5696	2.1998	0.5289	2.1998	0.5289
0.0	8.8297	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882
0.0	8.8297	1.7999	0.4069	1.7999	0.4475	1.7999	0.4069	1.7999	0.4475	1.7999	0.4069	1.7999	0.4069	1.7999	0.4069	1.7999	0.4069	1.7999	0.4069	1.7999	0.4475
0.0	8.8297	1.5998	0.4069	1.5998	0.3662	1.5998	0.3662	1.5998	0.4069	1.5998	0.3662	1.5998	0.3662	1.5998	0.3662	1.5998	0.3662	1.5998	0.3662	1.5998	0.3662
0.0	8.8297	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255
0.0	8.8297	1.1999	0.2441	1.1999	0.2441	1.1999	0.2441	1.1999	0.2848	1.1999	0.2441	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848
0.0	8.8297	0.9999	0.2034	0.9999	0.2034	0.9999	0.2034	0.9999	0.2441	0.9999	0.2441	0.9999	0.2034	0.9999	0.2034	0.9999	0.2034	0.9999	0.2441	0.9999	0.2034
0.0	8.8704	0.7998	0.1627	0.7998	0.1627	0.7998	0.122	0.7998	0.122	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627
0.0	8.8704	0.5998	0.122	0.5998	0.0813	0.5998	0.122	0.5998	0.0813	0.5998	0.122	0.5998	0.0813	0.5998	0.0813	0.5998	0.122	0.5998	0.122	0.5998	0.122
0.0	8.8704	0.3999	0.0813	0.3999	0.0813	0.3999	0.0406	0.3999	0.0406	0.3999	0.0406	0.3999	0.0406	0.3999	0.0406	0.3999	0.0406	0.3999	0.0406	0.3999	0.0813
0.0	8.8704	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0
0.0	8.8704	0.0	-0.0406	0.0	-0.0406	0.0	-0.0406	0.0	-0.0406	0.0	0.0	0.0	-0.0406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0406
0.0	8.9111	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0
0.0	8.9111	0.3999	0.0813	0.3999	0.0406	0.3999	0.0813	0.3999	0.0406	0.3999	0.0813	0.3999	0.0813	0.3999	0.0406	0.3999	0.0813	0.3999	0.0406	0.3999	0.0813
0.0	8.8704	0.5998	0.0813	0.5998	0.0813	0.5998	0.122	0.5998	0.0813	0.5998	0.122	0.5998	0.0813	0.5998	0.0813	0.5998	0.122	0.5998	0.122	0.5998	0.0813
0.0	8.8704	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627
0.0	8.8704	0.9999	0.2441	0.9999	0.2034	0.9999	0.2034	0.9999	0.2441	0.9999	0.2441	0.9999	0.2034	0.9999	0.2034	0.9999	0.2034	0.9999	0.2034	0.9999	0.2441
0.0	8.9111	1.1999	0.2848	1.1999	0.2441	1.1999	0.2441	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2441	1.1999	0.2848	1.1999	0.2441	1.1999	0.2848
0.0	8.8704	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.2848	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255
0.0	8.8704	1.5999	0.4069	1.5999	0.3662	1.5999	0.3662	1.5999	0.4069	1.5999	0.3662	1.5999	0.3662	1.5999	0.3662	1.5999	0.3662	1.5999	0.4069	1.5999	0.3662
0.0	8.8704	1.7999	0.4069	1.7999	0.4475	1.7999	0.4069	1.7999	0.4475	1.7999	0.4475	1.7999	0.4475	1.7999	0.4475	1.7999	0.4475	1.7999	0.4475	1.7999	0.4475
0.0	8.8704	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4475	1.9999	0.4882	1.9999	0.4475	1.9999	0.4882	1.9999	0.4475	1.9999	0.4882	1.9999	0.4882
0.0	8.8704	2.1998	0.5289	2.1998	0.5696	2.1998	0.5289	2.1998	0.5289	2.1998	0.5696	2.1998	0.5289	2.1998	0.5696	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289
0.0	8.9111	2.3999	0.6103	2.3999	0.6103	2.3999	0.6103	2.3999	0.6103	2.3999	0.5696	2.3999	0.6103	2.3999	0.6103	2.3999	0.6103	2.3999	0.5696	2.3999	0.5696
0.0	8.9518	2.5999	0.6103	2.5999	0.6103	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.6103	2.5999	0.651
0.0	8.9518	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917
0.0	8.9518	2.9998	0.7731	2.9998	0.7324	2.9998	0.7731	2.9998	0.7731	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7731	2.9998	0.7731
0.0	8.9518	3.1999	0.7731	3.1999	0.7731	3.1999	0.8138	3.1999	0.8138	3.1999	0.7731	3.1999	0.8138	3.1999	0.7731	3.1999	0.7731	3.1999	0.7731	3.1999	0.7731
0.0	8.9518	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8138	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8138	3.3999	0.8544
0.0	8.9518	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951
0.0	8.8704	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9765	3.7998	0.9765
0.0	8.8297	3.9999	1.0172	3.9999	1.0172	3.9999	0.9765	3.9999	1.0172	3.9999	1.0172	3.9999	0.9765	3.9999	0.9765	3.9999	0.9765	3.9999	1.0172	3.9999	1.0172
0.0	8.8297	3.7998	0.9765	3.7998	0.9765	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358
0.0	8.789	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951
0.0	8.8297	3.3999	0.8544	3.3999	0.8138	3.3999	0.8544	3.3999	0.8138	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544
0.0	8.8297	3.1998	0.8138	3.1998	0.7731	3.1998	0.7731	3.1998	0.7731	3.1998	0.7731	3.1998	0.7731	3.1998	0.8138	3.1998	0.8138	3.1998	0.8138	3.1998	0.7731
0.0	8.8297	2.9998	0.7324	2.9998	0.7324	2.9998	0.7731	2.9998	0.7324	2.9998	0.7324	2.9998	0.7731	2.9998	0.7324	2.9998	0.7324	2.9998	0.7731	2.9998	0.7324
0.0	8.8297	2.7999	0.6917	2.7999	0.6917	2.7999	0.7324	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917
0.0	8.8297	2.5999	0.651	2.5999	0.6103	2.5999	0.6103	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.6103	2.5999	0.651
0.0	8.789	2.3998	0.5696	2.3998	0.5696	2.3998	0.6103	2.3998	0.5696	2.3998	0.5696	2.3998	0.6103	2.3998	0.6103	2.3998	0.6103	2.3998	0.5696	2.3998	0.5696
0.0	8.789	2.1998	0.5289	2.1998	0.5696	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289
0.0	8.789	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4475	1.9999	0.4475	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4475	1.9999	0.4882
0.0	8.8297	1.7999	0.4475	1.7999	0.4069	1.7999	0.4069	1.7999	0.4475	1.7999	0.4069	1.7999	0.4475	1.7999	0.4475	1.7999	0.4475	1.7999	0.4475	1.7999	0.4069
0.0	8.9111	1.5998	0.3662	1.5998	0.3662	1.5998	0.4069	1.5998	0.4069	1.5998	0.3662	1.5998	0.3662	1.5998	0.4069	1.5998	0.3662	1.5998	0.3662	1.5998	0.4069
0.0	8.9518	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.2848	1.3998	0.3255	1.3998	0.2848	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255
0.0	8.9518	1.1999	0.2848	1.1999	0.2848	1.1999	0.2441	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2441	1.1999	0.2441	1.1999	0.2441	1.1999	0.2441
0.0	8.9111	0.9999	0.2034	0.9999	0.2034	0.9999	0.2441	0.9999	0.2034	0.9999	0.2441	0.9999	0.2034	0.9999	0.2034	0.9999	0.2441	0.9999	0.2441	0.9999	0.2034
0.0	8.9518	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627
0.0	8.9518	0.5998	0.0813	0.5998	0.0813	0.5998	0.122	0.5998	0.122	0.5998	0.0813	0.5998	0.122	0.5998	0.122	0.5998	0.122	0.5998	0.122	0.5998	0.0813
0.0	8.9518	0.3999	0.0406	0.3999	0.0406	0.3999	0.0813	0.3999	0.0406	0.3999	0.0813	0.3999	0.0813	0.3999	0.0406	0.3999	0.0406	0.3999	0.0406	0.3999	0.0406
0.0	8.9111	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0
0.0	8.9111	0.0	-0.0406	0.0	-0.0406	0.0	0.0	0.0	0.0	0.0	-0.0406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0406
0.0	8.9111	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0406	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0
0.0	8.9111	0.3999	0.0813	0.3999	0.0406	0.3999	0.0406	0.3999	0.0406	0.3999	0.0406	0.3999	0.0813	0.3999	0.0406	0.3999	0.0406	0.3999	0.0813	0.3999	0.0813
0.0	8.8704	0.5998	0.122	0.5998	0.122	0.5998	0.0813	0.5998	0.0813	0.5998	0.122	0.5998	0.0813	0.5998	0.122	0.5998	0.122	0.5998	0.0813	0.5998	0.122
0.0	8.9111	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627
0.0	8.9111	0.9999	0.2034	0.9999	0.2034	0.9999	0.2441	0.9999	0.2034	0.9999	0.2034	0.9999	0.2441	0.9999	0.2034	0.9999	0.2034	0.9999	0.2034	0.9999	0.2034
0.0	8.9518	1.1999	0.2441	1.1999	0.2848	1.1999	0.2441	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848
0.0	8.9111	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255
0.0	8.9925	1.5999	0.3662	1.5999	0.4069	1.5999	0.3662	1.5999	0.3662	1.5999	0.3662	1.5999	0.3662	1.5999	0.3662	1.5999	0.4069	1.5999	0.3662	1.5999	0.3662
0.0	9.0332	1.7999	0.4069	1.7999	0.4069	1.7999	0.4475	1.7999	0.4475	1.7999	0.4475	1.7999	0.4475	1.7999	0.4069	1.7999	0.4475	1.7999	0.4069	1.7999	0.4069
0.0	9.0332	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4475	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882
0.0	8.9518	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5696
0.0	8.9518	2.3999	0.6103	2.3999	0.6103	2.3999	0.6103	2.3999	0.6103	2.3999	0.6103	2.3999	0.5696	2.3999	0.5696	2.3999	0.6103	2.3999	0.6103	2.3999	0.6103
0.0	8.9111	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.6103	2.5999	0.651
0.0	8.9111	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917
0.0	8.8297	2.9998	0.7731	2.9998	0.7324	2.9998	0.7731	2.9998	0.7731	2.9998	0.7324	2.9998	0.7324	2.9998	0.7731	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324
0.0	8.8297	3.1999	0.7731	3.1999	0.7731	3.1999	0.8138	3.1999	0.7731	3.1999	0.8138	3.1999	0.8138	3.1999	0.7731	3.1999	0.7731	3.1999	0.7731	3.1999	0.8138
0.0	8.789	3.3999	0.8138	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8138	3.3999	0.8138	3.3999	0.8544
0.0	8.789	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951
0.0	8.789	3.7998	0.9358	3.7998	0.9358	3.7998	0.9765	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358
0.0	8.7483	3.9999	0.9765	3.9999	0.9765	3.9999	1.0172	3.9999	1.0172	3.9999	1.0172	3.9999	0.9765	3.9999	1.0172	3.9999	0.9765	3.9999	0.9765	3.9999	1.0172
0.0	8.8297	3.7998	0.9765	3.7998	0.9358	3.7998	0.9765	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358
0.0	8.8704	3.5999	0.8951	3.5999	0.8951	3.5999	0.9358	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951
0.0	8.8704	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8138	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544
0.0	8.8704	3.1998	0.7731	3.1998	0.8138	3.1998	0.7731	3.1998	0.8138	3.1998	0.7731	3.1998	0.7731	3.1998	0.7731	3.1998	0.7731	3.1998	0.7731	3.1998	0.7731
0.0	8.9111	2.9998	0.7324	2.9998	0.7731	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7731	2.9998	0.7324	2.9998	0.7731	2.9998	0.7324	2.9998	0.7324
0.0	8.9518	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917
0.0	9.0332	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.6103	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.651
0.0	9.0332	2.3998	0.6103	2.3998	0.6103	2.3998	0.5696	2.3998	0.5696	2.3998	0.5696	2.3998	0.6103	2.3998	0.6103	2.3998	0.5696	2.3998	0.5696	2.3998	0.5696
0.0	9.0332	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5696	2.1998	0.5696	2.1998	0.5289	2.1998	0.5289	2.1998	0.5696	2.1998	0.5289
0.0	9.0332	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4475	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882
0.0	8.9925	1.7999	0.4069	1.7999	0.4475	1.7999	0.4475	1.7999	0.4069	1.7999	0.4069	1.7999	0.4069	1.7999	0.4475	1.7999	0.4069	1.7999	0.4069	1.7999	0.4069
0.0	9.0332	1.5998	0.4069	1.5998	0.3662	1.5998	0.4069	1.5998	0.4069	1.5998	0.3662	1.5998	0.4069	1.5998	0.3662	1.5998	0.3662	1.5998	0.3662	1.5998	0.3662
0.0	9.0738	1.3998	0.3255	1.3998	0.3255	1.3998	0.2848	1.3998	0.2848	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.2848
0.0	9.0738	1.1999	0.2848	1.1999	0.2441	1.1999	0.2848	1.1999	0.2441	1.1999	0.2848	1.1999	0.2848	1.1999	0.2441	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848
0.0	9.0738	0.9999	0.2034	0.9999	0.2441	0.9999	0.2441	0.9999	0.2441	0.9999	0.2441	0.9999	0.2034	0.9999	0.2034	0.9999	0.2441	0.9999	0.2441	0.9999	0.2441
0.0	9.0738	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.122	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627	0.7998	0.1627
0.0	9.0738	0.5998	0.0813	0.5998	0.122	0.5998	0.122	0.5998	0.122	0.5998	0.122	0.5998	0.122	0.5998	0.0813	0.5998	0.122	0.5998	0.0813	0.5998	0.122
0.0	9.0738	0.3999	0.0406	0.3999	0.0406	0.3999	0.0813	0.3999	0.0813	0.3999	0.0813	0.3999	0.0813	0.3999	0.0406	0.3999	0.0813	0.3999	0.0813	0.3999	0.0406
0.0	9.0332	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0
0.0	9.0332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0406	0.0	-0.0406	0.0	0.0	0.0	-0.0406	0.0	-0.0406	0.0	-0.0406	0.0	0.0
0.0	8.9925	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0	0.1999	0.0
0.0	9.0332	0.3999	0.0406	0.3999	0.0813	0.3999	0.0406	0.3999	0.0813	0.3999	0.0813	0.3999	0.0813	0.3999	0.0406	0.3999	0.0813	0.3999	0.0406	0.3999	0.0813
0.0	9.0332	0.5998	0.122	0.5998	0.0813	0.5998	0.122	0.5998	0.0813	0.5998	0.122	0.5998	0.0813	0.5998	0.0813	0.5998	0.122	0.5998	0.122	0.5998	0.0813
0.0	9.0332	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627	0.7999	0.1627
0.0	8.9925	0.9999	0.2034	0.9999	0.2034	0.9999	0.2441	0.9999	0.2441	0.9999	0.2034	0.9999	0.2034	0.9999	0.2441	0.9999	0.2034	0.9999	0.2034	0.9999	0.2034
0.0	8.9925	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2848	1.1999	0.2441
0.0	8.9518	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.3255	1.3998	0.2848	1.3998	0.3255
0.0	8.9518	1.5999	0.3662	1.5999	0.3662	1.5999	0.4069	1.5999	0.3662	1.5999	0.3662	1.5999	0.4069	1.5999	0.3662	1.5999	0.3662	1.5999	0.3662	1.5999	0.3662
0.0	8.9111	1.7999	0.4069	1.7999	0.4475	1.7999	0.4069	1.7999	0.4069	1.7999	0.4069	1.7999	0.4475	1.7999	0.4475	1.7999	0.4475	1.7999	0.4069	1.7999	0.4475
0.0	8.9111	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4882	1.9999	0.4475	1.9999	0.4882
0.0	8.9111	2.1998	0.5696	2.1998	0.5289	2.1998	0.5696	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289	2.1998	0.5289
0.0	8.8297	2.3999	0.5696	2.3999	0.6103	2.3999	0.5696	2.3999	0.6103	2.3999	0.5696	2.3999	0.5696	2.3999	0.5696	2.3999	0.6103	2.3999	0.5696	2.3999	0.6103
0.0	8.8297	2.5999	0.651	2.5999	0.651	2.5999	0.651	2.5999	0.6103	2.5999	0.651	2.5999	0.6103	2.5999	0.6103	2.5999	0.6103	2.5999	0.651	2.5999	0.651
0.0	8.8297	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.7324	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917
0.0	8.789	2.9998	0.7324	2.9998	0.7324	2.9998	0.7731	2.9998	0.7324	2.9998	0.7731	2.9998	0.7731	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324
0.0	8.789	3.1999	0.7731	3.1999	0.7731	3.1999	0.8138	3.1999	0.7731	3.1999	0.7731	3.1999	0.8138	3.1999	0.8138	3.1999	0.8138	3.1999	0.7731	3.1999	0.8138
0.0	8.7483	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8138	3.3999	0.8544	3.3999	0.8138	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544
0.0	8.789	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951
0.0	8.7483	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9765	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358
0.0	8.7483	3.9999	0.9765	3.9999	0.9765	3.9999	0.9765	3.9999	1.0172	3.9999	1.0172	3.9999	0.9765	3.9999	0.9765	3.9999	0.9765	3.9999	0.9765	3.9999	0.9765
0.0	8.789	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9358	3.7998	0.9765	3.7998	0.9358	3.7998	0.9358	3.7998	0.9765
0.0	8.789	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951	3.5999	0.9358	3.5999	0.8951	3.5999	0.8951	3.5999	0.8951
0.0	8.789	3.3999	0.8544	3.3999	0.8138	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8544	3.3999	0.8138	3.3999	0.8544
0.0	8.8297	3.1998	0.7731	3.1998	0.8138	3.1998	0.7731	3.1998	0.7731	3.1998	0.8138	3.1998	0.8138	3.1998	0.7731	3.1998	0.7731	3.1998	0.8138	3.1998	0.7731
0.0	8.8297	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7324	2.9998	0.7731	2.9998	0.7731
0.0	8.789	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.6917	2.7999	0.651	2.7999	0.6917
