%26/03/2021 12:22:08
%Laser Wavelength:697[nm]
%Laser Power:5[mW]
%Amplifier Gain:40[dB]
%1-2
%0.0	0.0
%12.0	12.0
%0.2	0.2
%1
%Swipe sulla tensione con onda sinusoidale su un canale, canali rimanenti a 0 V.Chip Q2-2+8
%PD at channel 3: Voltage [V]	Current [mA]	Channel 0 : Voltage [V]	Current [mA]	Channel 0 : Voltage [V]	Current [mA]
+752.733000	-00.000000	+04.399900	+03.051700	+04.399900	+03.011000
+779.394000	-00.000000	+04.599800	+03.173800	+04.599800	+03.173800
+807.349000	-00.000000	+04.799900	+03.295800	+04.799900	+03.295800
+840.443000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+869.912000	-00.000000	+05.199900	+03.580700	+05.199900	+03.580700
+900.198000	-00.000000	+05.399800	+03.702700	+05.399800	+03.702700
+933.512000	-00.000000	+05.599900	+03.865500	+05.599900	+03.824800
+972.283000	-00.000000	+05.799900	+03.946900	+05.799900	+03.987600
+1012.372000	-00.000000	+05.999900	+04.109700	+05.999900	+04.109700
+1051.241000	-00.000000	+06.199800	+04.231700	+06.199800	+04.231700
+1095.212000	-00.000000	+06.400000	+04.394500	+06.400000	+04.394500
+1140.306000	-00.000000	+06.599900	+04.516600	+06.599900	+04.516600
+1189.807000	-00.000000	+06.799900	+04.638600	+06.799900	+04.638600
+1231.886000	-00.000000	+06.999800	+04.760700	+06.999800	+04.760700
+1275.320000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1313.004000	-00.000000	+07.399900	+05.045500	+07.399900	+05.004800
+1355.254000	-00.000000	+07.599900	+05.126900	+07.599900	+05.126900
+1409.613000	-00.000000	+07.799800	+05.249000	+07.799800	+05.249000
+1451.985000	-00.000000	+08.000000	+05.330400	+08.000000	+05.330400
+1494.919000	-00.000000	+08.199900	+05.493100	+08.199900	+05.452400
+1541.502000	-00.000000	+08.399900	+05.615200	+08.399900	+05.615200
+1592.126000	-00.000000	+08.599800	+05.696600	+08.599800	+05.737300
+1639.393000	-00.000000	+08.800000	+05.818600	+08.800000	+05.818600
+1692.898000	-00.000000	+08.999900	+05.981400	+08.999900	+05.940700
+1732.438000	-00.000000	+09.199900	+06.103500	+09.199900	+06.103500
+1775.835000	-00.000000	+09.399800	+06.184800	+09.399800	+06.184800
+1810.871000	-00.000000	+09.600000	+06.347600	+09.600000	+06.306900
+1839.070000	-00.000000	+09.799900	+06.469700	+09.799900	+06.429000
+1868.905000	-00.000000	+09.999900	+06.551100	+09.999900	+06.591700
+1896.139000	-00.000000	+10.199800	+06.673100	+10.199800	+06.673100
+1928.489000	-00.000000	+10.399900	+06.795200	+10.399900	+06.795200
+1948.985000	-00.000000	+10.599900	+06.917300	+10.599900	+06.876600
+1971.056000	-00.000000	+10.799900	+06.998600	+10.799900	+06.998600
+1990.063000	-00.000000	+10.999800	+07.120700	+10.999800	+07.080000
+2013.038000	-00.000000	+11.199900	+07.202100	+11.199900	+07.202100
+2026.307000	-00.000000	+11.399900	+07.324200	+11.399900	+07.324200
+1920.103000	-00.000000	+11.599900	+07.405500	+11.599900	+07.405500
+2062.465000	-00.000000	+11.799800	+07.527600	+11.799800	+07.527600
+2055.812000	-00.000000	+12.000000	+07.649700	+12.000000	+07.649700
+2033.937000	-00.000000	+11.799800	+07.527600	+11.799800	+07.568300
+2021.058000	-00.000000	+11.599900	+07.405500	+11.599900	+07.446200
+2004.273000	-00.000000	+11.399900	+07.324200	+11.399900	+07.324200
+1993.274000	-00.000000	+11.199900	+07.202100	+11.199900	+07.202100
+1979.333000	-00.000000	+10.999800	+07.080000	+10.999800	+07.120700
+1960.387000	-00.000000	+10.799900	+06.998600	+10.799900	+06.998600
+1942.039000	-00.000000	+10.599900	+06.876600	+10.599900	+06.876600
+1916.269000	-00.000000	+10.399900	+06.795200	+10.399900	+06.795200
+1867.782000	-00.000000	+10.199800	+06.673100	+10.199800	+06.673100
+1838.960000	-00.000000	+09.999900	+06.551100	+09.999900	+06.510400
+1812.873000	-00.000000	+09.799900	+06.429000	+09.799900	+06.429000
+1783.221000	-00.000000	+09.600000	+06.306900	+09.600000	+06.306900
+1762.334000	-00.000000	+09.399800	+06.225500	+09.399800	+06.184800
+1734.611000	-00.000000	+09.199900	+06.062800	+09.199900	+06.062800
+1695.254000	-00.000000	+08.999900	+05.981400	+08.999900	+05.940700
+1636.219000	-00.000000	+08.800000	+05.818600	+08.800000	+05.859300
+1592.163000	-00.000000	+08.599800	+05.696600	+08.599800	+05.696600
+1572.839000	-00.000000	+08.399900	+05.615200	+08.399900	+05.574500
+1537.950000	-00.000000	+08.199900	+05.452400	+08.199900	+05.452400
+1509.653000	-00.000000	+08.000000	+05.330400	+08.000000	+05.330400
+1454.988000	-00.000000	+07.799800	+05.208300	+07.799800	+05.167600
+1421.149000	-00.000000	+07.599900	+05.126900	+07.599900	+05.126900
+1370.147000	-00.000000	+07.399900	+05.004800	+07.399900	+05.004800
+1319.999000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1274.319000	-00.000000	+06.999800	+04.760700	+06.999800	+04.720000
+1234.730000	-00.000000	+06.799900	+04.638600	+06.799900	+04.638600
+1199.438000	-00.000000	+06.599900	+04.475900	+06.599900	+04.475900
+1158.849000	+00.040600	+06.400000	+04.353800	+06.400000	+04.353800
+1130.931000	-00.000000	+06.199800	+04.231700	+06.199800	+04.231700
+1052.913000	-00.000000	+05.999900	+04.109700	+05.999900	+04.109700
+1064.132000	-00.000000	+05.799900	+03.946900	+05.799900	+03.946900
+992.730000	-00.000000	+05.599900	+03.824800	+05.599900	+03.824800
+944.511000	-00.000000	+05.399800	+03.702700	+05.399800	+03.702700
+910.709000	-00.000000	+05.199900	+03.540000	+05.199900	+03.580700
+883.132000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+853.444000	-00.000000	+04.799900	+03.295800	+04.799900	+03.295800
+829.005000	-00.000000	+04.599800	+03.173800	+04.599800	+03.173800
+799.963000	-00.000000	+04.399900	+03.011000	+04.399900	+02.970300
+772.204000	+00.040600	+04.199900	+02.888900	+04.199900	+02.848300
+736.631000	+00.040600	+03.999900	+02.766900	+03.999900	+02.726200
+714.194000	-00.000000	+03.799800	+02.604100	+03.799800	+02.563400
+687.753000	-00.000000	+03.599900	+02.482000	+03.599900	+02.441400
+662.386000	-00.000000	+03.399900	+02.319300	+03.399900	+02.319300
+639.741000	-00.000000	+03.199900	+02.197200	+03.199900	+02.197200
+619.318000	-00.000000	+02.999800	+02.034500	+02.999800	+02.075100
+603.253000	+00.040600	+02.799900	+01.912400	+02.799900	+01.871700
+584.198000	-00.000000	+02.599900	+01.790300	+02.599900	+01.790300
+566.619000	-00.000000	+02.399900	+01.668200	+02.399900	+01.668200
+550.493000	+00.040600	+02.199800	+01.505500	+02.199800	+01.505500
+536.442000	-00.000000	+01.999900	+01.383400	+01.999900	+01.342700
+527.384000	+00.040600	+01.799900	+01.220700	+01.799900	+01.220700
+515.726000	-00.000000	+01.599900	+01.098600	+01.599900	+01.057900
+498.355000	-00.000000	+01.399800	+00.935800	+01.399800	+00.976500
+491.324000	+00.040600	+01.199900	+00.813800	+01.199900	+00.813800
+491.043000	-00.000000	+00.999900	+00.651000	+00.999900	+00.651000
+491.006000	-00.000000	+00.799900	+00.488200	+00.799900	+00.528900
+484.622000	-00.000000	+00.599800	+00.366200	+00.599800	+00.366200
+478.860000	-00.000000	+00.399900	+00.203400	+00.399900	+00.244100
+474.563000	-00.000000	+00.199900	+00.081300	+00.199900	+00.040600
+477.212000	-00.000000	+00.000000	+00.000000	+00.000000	+00.000000
+477.981000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
+447.902000	-00.000000	+00.399900	+00.203400	+00.399900	+00.244100
+478.372000	-00.000000	+00.599800	+00.366200	+00.599800	+00.366200
+483.328000	-00.000000	+00.799900	+00.488200	+00.799900	+00.528900
+485.806000	-00.000000	+00.999900	+00.651000	+00.999900	+00.651000
+497.061000	-00.000000	+01.199900	+00.813800	+01.199900	+00.813800
+499.771000	-00.000000	+01.399800	+00.935800	+01.399800	+00.935800
+511.539000	-00.000000	+01.599900	+01.098600	+01.599900	+01.098600
+519.095000	-00.000000	+01.799900	+01.220700	+01.799900	+01.220700
+518.729000	-00.000000	+01.999900	+01.383400	+01.999900	+01.383400
+533.000000	-00.000000	+02.199800	+01.546200	+02.199800	+01.505500
+549.565000	-00.000000	+02.399900	+01.668200	+02.399900	+01.668200
+564.153000	-00.000000	+02.599900	+01.790300	+02.599900	+01.749600
+582.476000	-00.000000	+02.799900	+01.912400	+02.799900	+01.953100
+599.420000	-00.000000	+02.999800	+02.075100	+02.999800	+02.034500
+621.223000	-00.000000	+03.199900	+02.197200	+03.199900	+02.197200
+638.154000	-00.000000	+03.399900	+02.319300	+03.399900	+02.319300
+658.663000	-00.000000	+03.599900	+02.441400	+03.599900	+02.441400
+676.193000	-00.000000	+03.799800	+02.604100	+03.799800	+02.604100
+699.081000	-00.000000	+03.999900	+02.766900	+03.999900	+02.766900
+721.677000	-00.000000	+04.199900	+02.888900	+04.199900	+02.888900
+745.506000	-00.000000	+04.399900	+03.011000	+04.399900	+03.011000
+774.071000	-00.000000	+04.599800	+03.133100	+04.599800	+03.173800
+805.371000	-00.000000	+04.799900	+03.295800	+04.799900	+03.295800
+836.549000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+870.888000	-00.000000	+05.199900	+03.540000	+05.199900	+03.580700
+900.235000	-00.000000	+05.399800	+03.662100	+05.399800	+03.702700
+936.869000	-00.000000	+05.599900	+03.824800	+05.599900	+03.824800
+970.354000	+00.040600	+05.799900	+03.946900	+05.799900	+03.987600
+1003.607000	-00.000000	+05.999900	+04.109700	+05.999900	+04.109700
+1040.437000	+00.040600	+06.199800	+04.231700	+06.199800	+04.191000
+1077.987000	-00.000000	+06.400000	+04.394500	+06.400000	+04.353800
+1117.368000	-00.000000	+06.599900	+04.475900	+06.599900	+04.516600
+1157.494000	-00.000000	+06.799900	+04.638600	+06.799900	+04.638600
+1204.321000	-00.000000	+06.999800	+04.720000	+06.999800	+04.760700
+1231.495000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1080.355000	-00.000000	+07.399900	+05.004800	+07.399900	+04.964100
+1028.449000	-00.000000	+07.599900	+05.126900	+07.599900	+05.086200
+944.108000	-00.000000	+07.799800	+05.208300	+07.799800	+05.249000
+901.529000	-00.000000	+08.000000	+05.330400	+08.000000	+05.330400
+1368.401000	+00.040600	+08.199900	+05.493100	+08.199900	+05.452400
+1478.683000	-00.000000	+08.399900	+05.574500	+08.399900	+05.574500
+1548.704000	-00.000000	+08.599800	+05.696600	+08.599800	+05.737300
+1524.241000	-00.000000	+08.800000	+05.818600	+08.800000	+05.818600
+1624.110000	-00.000000	+08.999900	+05.981400	+08.999900	+05.981400
+1689.016000	-00.000000	+09.199900	+06.062800	+09.199900	+06.062800
+1710.514000	-00.000000	+09.399800	+06.184800	+09.399800	+06.184800
+1727.348000	-00.000000	+09.600000	+06.347600	+09.600000	+06.347600
+1780.486000	-00.000000	+09.799900	+06.429000	+09.799900	+06.429000
+1801.898000	-00.000000	+09.999900	+06.591700	+09.999900	+06.551100
+1789.703000	-00.000000	+10.199800	+06.632400	+10.199800	+06.673100
+1826.862000	-00.000000	+10.399900	+06.795200	+10.399900	+06.754500
+1858.712000	-00.000000	+10.599900	+06.917300	+10.599900	+06.917300
+1863.057000	-00.000000	+10.799900	+06.998600	+10.799900	+06.958000
+1873.482000	-00.000000	+10.999800	+07.080000	+10.999800	+07.080000
+1863.485000	-00.000000	+11.199900	+07.202100	+11.199900	+07.202100
+1861.190000	-00.000000	+11.399900	+07.283500	+11.399900	+07.324200
+1889.096000	-00.000000	+11.599900	+07.405500	+11.599900	+07.405500
+1886.972000	-00.000000	+11.799800	+07.527600	+11.799800	+07.527600
+1873.275000	-00.000000	+12.000000	+07.649700	+12.000000	+07.649700
+1876.730000	-00.000000	+11.799800	+07.527600	+11.799800	+07.527600
+1859.273000	-00.000000	+11.599900	+07.405500	+11.599900	+07.446200
+1852.852000	-00.000000	+11.399900	+07.324200	+11.399900	+07.324200
+1833.723000	-00.000000	+11.199900	+07.202100	+11.199900	+07.202100
+1817.487000	-00.000000	+10.999800	+07.080000	+10.999800	+07.080000
+1803.900000	-00.000000	+10.799900	+06.958000	+10.799900	+06.998600
+1784.625000	-00.000000	+10.599900	+06.876600	+10.599900	+06.876600
+1758.733000	-00.000000	+10.399900	+06.754500	+10.399900	+06.795200
+1740.434000	-00.000000	+10.199800	+06.673100	+10.199800	+06.673100
+1726.078000	-00.000000	+09.999900	+06.510400	+09.999900	+06.551100
+1710.587000	+00.040600	+09.799900	+06.429000	+09.799900	+06.429000
+1687.967000	-00.000000	+09.600000	+06.306900	+09.600000	+06.306900
+1667.605000	+00.040600	+09.399800	+06.184800	+09.399800	+06.184800
+1630.152000	-00.000000	+09.199900	+06.062800	+09.199900	+06.062800
+1576.428000	+00.040600	+08.999900	+05.940700	+08.999900	+05.940700
+1563.659000	-00.000000	+08.800000	+05.818600	+08.800000	+05.859300
+1535.752000	-00.000000	+08.599800	+05.696600	+08.599800	+05.737300
+1509.055000	-00.000000	+08.399900	+05.574500	+08.399900	+05.574500
+1483.395000	-00.000000	+08.199900	+05.452400	+08.199900	+05.452400
+1437.727000	-00.000000	+08.000000	+05.330400	+08.000000	+05.330400
+1391.559000	-00.000000	+07.799800	+05.208300	+07.799800	+05.208300
+1349.638000	-00.000000	+07.599900	+05.126900	+07.599900	+05.126900
+1299.332000	-00.000000	+07.399900	+05.004800	+07.399900	+04.964100
+1255.605000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1211.219000	-00.000000	+06.999800	+04.760700	+06.999800	+04.720000
+1166.320000	-00.000000	+06.799900	+04.597900	+06.799900	+04.597900
+1124.631000	-00.000000	+06.599900	+04.516600	+06.599900	+04.475900
+1086.447000	-00.000000	+06.400000	+04.353800	+06.400000	+04.394500
+1043.501000	-00.000000	+06.199800	+04.231700	+06.199800	+04.231700
+1010.016000	-00.000000	+05.999900	+04.069000	+05.999900	+04.109700
+963.884000	-00.000000	+05.799900	+03.946900	+05.799900	+03.946900
+922.135000	-00.000000	+05.599900	+03.824800	+05.599900	+03.824800
+889.517000	-00.000000	+05.399800	+03.662100	+05.399800	+03.702700
+859.828000	-00.000000	+05.199900	+03.540000	+05.199900	+03.540000
+840.883000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+804.724000	-00.000000	+04.799900	+03.295800	+04.799900	+03.295800
+773.400000	-00.000000	+04.599800	+03.173800	+04.599800	+03.173800
+747.435000	+00.040600	+04.399900	+03.011000	+04.399900	+03.011000
+717.026000	-00.000000	+04.199900	+02.888900	+04.199900	+02.888900
+694.699000	-00.000000	+03.999900	+02.726200	+03.999900	+02.726200
+675.106000	-00.000000	+03.799800	+02.604100	+03.799800	+02.604100
+651.582000	-00.000000	+03.599900	+02.441400	+03.599900	+02.482000
+630.805000	-00.000000	+03.399900	+02.319300	+03.399900	+02.319300
+609.638000	-00.000000	+03.199900	+02.197200	+03.199900	+02.156500
+592.096000	-00.000000	+02.999800	+02.034500	+02.999800	+02.034500
+569.964000	-00.000000	+02.799900	+01.912400	+02.799900	+01.871700
+553.105000	+00.040600	+02.599900	+01.790300	+02.599900	+01.749600
+539.164000	-00.000000	+02.399900	+01.668200	+02.399900	+01.668200
+521.574000	-00.000000	+02.199800	+01.505500	+02.199800	+01.505500
+509.769000	+00.040600	+01.999900	+01.383400	+01.999900	+01.383400
+499.234000	-00.000000	+01.799900	+01.261300	+01.799900	+01.261300
+488.980000	-00.000000	+01.599900	+01.057900	+01.599900	+01.057900
+477.041000	-00.000000	+01.399800	+00.935800	+01.399800	+00.935800
+467.238000	-00.000000	+01.199900	+00.813800	+01.199900	+00.813800
+458.852000	-00.000000	+00.999900	+00.651000	+00.999900	+00.651000
+453.163000	-00.000000	+00.799900	+00.488200	+00.799900	+00.488200
+449.977000	-00.000000	+00.599800	+00.366200	+00.599800	+00.366200
+446.596000	-00.000000	+00.399900	+00.203400	+00.399900	+00.244100
+443.300000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
