%26/03/2021 11:28:33
%Laser Wavelength:697[nm]
%Laser Power:5[mW]
%Amplifier Gain:40[dB]
%2-2
%0.0	0.0
%12.0	12.0
%0.2	0.2
%1
%Swipe sulla tensione con onda sinusoidale su un canale, canali rimanenti a 0 V.Chip Q2-2+8
%PD at channel 3: Voltage [V]	Current [mA]	Channel 0 : Voltage [V]	Current [mA]	Channel 0 : Voltage [V]	Current [mA]
+775.109000	-00.000000	+09.199900	+06.103500	+09.199900	+06.103500
+841.212000	-00.000000	+08.999900	+05.981400	+08.999900	+05.981400
+909.403000	-00.000000	+08.800000	+05.859300	+08.800000	+05.859300
+973.089000	-00.000000	+08.599800	+05.737300	+08.599800	+05.737300
+1041.011000	-00.000000	+08.399900	+05.615200	+08.399900	+05.615200
+1104.257000	-00.000000	+08.199900	+05.493100	+08.199900	+05.493100
+1170.934000	-00.000000	+08.000000	+05.371000	+08.000000	+05.330400
+1233.912000	-00.000000	+07.799800	+05.208300	+07.799800	+05.249000
+1295.083000	-00.000000	+07.599900	+05.167600	+07.599900	+05.126900
+1353.703000	-00.000000	+07.399900	+05.004800	+07.399900	+05.045500
+1414.972000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1472.872000	-00.000000	+06.999800	+04.760700	+06.999800	+04.760700
+1526.743000	-00.000000	+06.799900	+04.638600	+06.799900	+04.638600
+1581.835000	-00.000000	+06.599900	+04.516600	+06.599900	+04.516600
+1632.508000	-00.000000	+06.400000	+04.353800	+06.400000	+04.394500
+1687.551000	-00.000000	+06.199800	+04.272400	+06.199800	+04.231700
+1739.982000	-00.000000	+05.999900	+04.109700	+05.999900	+04.109700
+1792.328000	-00.000000	+05.799900	+03.987600	+05.799900	+03.987600
+1843.086000	-00.000000	+05.599900	+03.865500	+05.599900	+03.865500
+1896.982000	-00.000000	+05.399800	+03.702700	+05.399800	+03.702700
+1941.246000	-00.000000	+05.199900	+03.580700	+05.199900	+03.580700
+1990.112000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+2032.997000	-00.000000	+04.799900	+03.295800	+04.799900	+03.295800
+2075.088000	-00.000000	+04.599800	+03.173800	+04.599800	+03.173800
+2117.911000	-00.000000	+04.399900	+03.051700	+04.399900	+03.051700
+2151.372000	-00.000000	+04.199900	+02.888900	+04.199900	+02.888900
+2184.381000	-00.000000	+03.999900	+02.766900	+03.999900	+02.766900
+2212.860000	-00.000000	+03.799800	+02.604100	+03.799800	+02.604100
+2237.068000	-00.000000	+03.599900	+02.482000	+03.599900	+02.482000
+2258.443000	-00.000000	+03.399900	+02.360000	+03.399900	+02.360000
+2271.273000	-00.000000	+03.199900	+02.197200	+03.199900	+02.237900
+2286.251000	-00.000000	+02.999800	+02.075100	+02.999800	+02.075100
+2298.312000	-00.000000	+02.799900	+01.912400	+02.799900	+01.912400
+2315.195000	-00.000000	+02.599900	+01.749600	+02.599900	+01.790300
+2339.048000	-00.000000	+02.399900	+01.668200	+02.399900	+01.668200
+2360.009000	-00.000000	+02.199800	+01.505500	+02.199800	+01.546200
+2375.646000	-00.000000	+01.999900	+01.424100	+01.999900	+01.383400
+2393.701000	-00.000000	+01.799900	+01.220700	+01.799900	+01.261300
+2409.436000	-00.000000	+01.599900	+01.098600	+01.599900	+01.098600
+2427.479000	-00.000000	+01.399800	+00.976500	+01.399800	+00.976500
+2438.002000	-00.000000	+01.199900	+00.813800	+01.199900	+00.813800
+2450.636000	-00.000000	+00.999900	+00.651000	+00.999900	+00.651000
+2462.551000	-00.000000	+00.799900	+00.528900	+00.799900	+00.528900
+2476.431000	-00.000000	+00.599800	+00.406900	+00.599800	+00.366200
+2476.980000	-00.000000	+00.399900	+00.244100	+00.399900	+00.203400
+2485.281000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
+2544.939000	-00.000000	+00.000000	+00.000000	+00.000000	-00.040600
+2547.172000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
+2548.088000	-00.000000	+00.399900	+00.244100	+00.399900	+00.244100
+2550.273000	-00.000000	+00.599800	+00.366200	+00.599800	+00.366200
+2550.993000	-00.000000	+00.799900	+00.528900	+00.799900	+00.528900
+2550.249000	-00.000000	+00.999900	+00.651000	+00.999900	+00.691700
+2540.056000	-00.000000	+01.199900	+00.813800	+01.199900	+00.813800
+2537.834000	-00.000000	+01.399800	+00.935800	+01.399800	+00.976500
+2531.364000	-00.000000	+01.599900	+01.098600	+01.599900	+01.098600
+2521.097000	-00.000000	+01.799900	+01.261300	+01.799900	+01.220700
+2505.130000	-00.000000	+01.999900	+01.383400	+01.999900	+01.383400
+2489.383000	-00.000000	+02.199800	+01.546200	+02.199800	+01.546200
+2473.769000	-00.000000	+02.399900	+01.708900	+02.399900	+01.668200
+2457.472000	-00.000000	+02.599900	+01.790300	+02.599900	+01.790300
+2437.281000	-00.000000	+02.799900	+01.953100	+02.799900	+01.912400
+2418.812000	-00.000000	+02.999800	+02.075100	+02.999800	+02.034500
+2399.719000	-00.000000	+03.199900	+02.237900	+03.199900	+02.197200
+2371.874000	-00.000000	+03.399900	+02.360000	+03.399900	+02.360000
+2344.176000	-00.000000	+03.599900	+02.482000	+03.599900	+02.482000
+2307.016000	-00.000000	+03.799800	+02.644800	+03.799800	+02.644800
+2276.034000	-00.000000	+03.999900	+02.766900	+03.999900	+02.766900
+2242.683000	-00.000000	+04.199900	+02.888900	+04.199900	+02.888900
+2207.733000	+00.040600	+04.399900	+03.051700	+04.399900	+03.051700
+2166.851000	-00.000000	+04.599800	+03.173800	+04.599800	+03.214500
+2117.997000	-00.000000	+04.799900	+03.295800	+04.799900	+03.336500
+2074.599000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+2022.083000	-00.000000	+05.199900	+03.580700	+05.199900	+03.580700
+1966.747000	-00.000000	+05.399800	+03.702700	+05.399800	+03.702700
+1911.069000	-00.000000	+05.599900	+03.865500	+05.599900	+03.824800
+1852.693000	-00.000000	+05.799900	+03.987600	+05.799900	+03.987600
+1792.132000	-00.000000	+05.999900	+04.109700	+05.999900	+04.109700
+1733.244000	-00.000000	+06.199800	+04.272400	+06.199800	+04.272400
+1672.365000	-00.000000	+06.400000	+04.394500	+06.400000	+04.394500
+1613.440000	-00.000000	+06.599900	+04.516600	+06.599900	+04.516600
+1552.269000	-00.000000	+06.799900	+04.638600	+06.799900	+04.638600
+1489.657000	-00.000000	+06.999800	+04.801400	+06.999800	+04.760700
+1423.127000	-00.000000	+07.200000	+04.882800	+07.200000	+04.923500
+1361.284000	-00.000000	+07.399900	+05.045500	+07.399900	+05.045500
+1291.910000	-00.000000	+07.599900	+05.126900	+07.599900	+05.126900
+1224.671000	-00.000000	+07.799800	+05.249000	+07.799800	+05.249000
+1162.987000	-00.000000	+08.000000	+05.371000	+08.000000	+05.371000
+1096.701000	-00.000000	+08.199900	+05.493100	+08.199900	+05.493100
+1030.622000	-00.000000	+08.399900	+05.615200	+08.399900	+05.615200
+968.413000	-00.000000	+08.599800	+05.737300	+08.599800	+05.737300
+901.737000	-00.000000	+08.800000	+05.859300	+08.800000	+05.859300
+833.522000	-00.000000	+08.999900	+05.981400	+08.999900	+05.981400
+769.628000	-00.000000	+09.199900	+06.103500	+09.199900	+06.103500
+707.126000	-00.000000	+09.399800	+06.184800	+09.399800	+06.225500
+643.892000	-00.000000	+09.600000	+06.347600	+09.600000	+06.347600
+581.683000	-00.000000	+09.799900	+06.469700	+09.799900	+06.429000
+521.818000	-00.000000	+09.999900	+06.591700	+09.999900	+06.591700
+463.295000	-00.000000	+10.199800	+06.713800	+10.199800	+06.673100
+406.995000	-00.000000	+10.399900	+06.795200	+10.399900	+06.795200
+354.527000	-00.000000	+10.599900	+06.917300	+10.599900	+06.917300
+304.196000	-00.000000	+10.799900	+06.998600	+10.799900	+06.998600
+262.654000	-00.000000	+10.999800	+07.080000	+10.999800	+07.120700
+222.175000	-00.000000	+11.199900	+07.242800	+11.199900	+07.242800
+190.912000	-00.000000	+11.399900	+07.324200	+11.399900	+07.364900
+167.998000	-00.000000	+11.599900	+07.486900	+11.599900	+07.446200
+145.427000	-00.000000	+11.799800	+07.568300	+11.799800	+07.568300
+132.279000	-00.000000	+12.000000	+07.690400	+12.000000	+07.649700
+147.588000	-00.000000	+11.799800	+07.568300	+11.799800	+07.568300
+167.852000	-00.000000	+11.599900	+07.446200	+11.599900	+07.446200
+193.780000	-00.000000	+11.399900	+07.324200	+11.399900	+07.364900
+224.836000	-00.000000	+11.199900	+07.202100	+11.199900	+07.242800
+262.288000	-00.000000	+10.999800	+07.080000	+10.999800	+07.120700
+303.122000	-00.000000	+10.799900	+06.998600	+10.799900	+06.998600
+349.425000	-00.000000	+10.599900	+06.876600	+10.599900	+06.917300
+399.084000	-00.000000	+10.399900	+06.795200	+10.399900	+06.795200
+452.089000	-00.000000	+10.199800	+06.673100	+10.199800	+06.673100
+508.927000	-00.000000	+09.999900	+06.551100	+09.999900	+06.591700
+566.668000	-00.000000	+09.799900	+06.429000	+09.799900	+06.429000
+628.352000	-00.000000	+09.600000	+06.347600	+09.600000	+06.347600
+690.292000	-00.000000	+09.399800	+06.184800	+09.399800	+06.225500
+755.406000	-00.000000	+09.199900	+06.103500	+09.199900	+06.103500
+818.409000	-00.000000	+08.999900	+05.981400	+08.999900	+05.981400
+886.196000	-00.000000	+08.800000	+05.818600	+08.800000	+05.818600
+947.087000	-00.000000	+08.599800	+05.737300	+08.599800	+05.696600
+1013.739000	-00.000000	+08.399900	+05.615200	+08.399900	+05.574500
+1076.632000	-00.000000	+08.199900	+05.452400	+08.199900	+05.493100
+1140.916000	-00.000000	+08.000000	+05.330400	+08.000000	+05.330400
+1202.490000	-00.000000	+07.799800	+05.208300	+07.799800	+05.208300
+1264.565000	-00.000000	+07.599900	+05.126900	+07.599900	+05.126900
+1321.195000	-00.000000	+07.399900	+05.045500	+07.399900	+05.004800
+1382.220000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1439.082000	-00.000000	+06.999800	+04.760700	+06.999800	+04.760700
+1493.869000	-00.000000	+06.799900	+04.638600	+06.799900	+04.638600
+1552.831000	-00.000000	+06.599900	+04.516600	+06.599900	+04.475900
+1612.061000	-00.000000	+06.400000	+04.353800	+06.400000	+04.353800
+1666.115000	-00.000000	+06.199800	+04.231700	+06.199800	+04.231700
+1724.686000	-00.000000	+05.999900	+04.109700	+05.999900	+04.109700
+1777.361000	-00.000000	+05.799900	+03.987600	+05.799900	+03.946900
+1832.722000	-00.000000	+05.599900	+03.824800	+05.599900	+03.865500
+1883.370000	-00.000000	+05.399800	+03.702700	+05.399800	+03.702700
+1934.202000	-00.000000	+05.199900	+03.580700	+05.199900	+03.580700
+1972.729000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+2004.505000	-00.000000	+04.799900	+03.336500	+04.799900	+03.295800
+2039.088000	-00.000000	+04.599800	+03.173800	+04.599800	+03.173800
+2065.371000	-00.000000	+04.399900	+03.011000	+04.399900	+03.051700
+2102.701000	-00.000000	+04.199900	+02.888900	+04.199900	+02.888900
+2123.124000	-00.000000	+03.999900	+02.766900	+03.999900	+02.766900
+2151.128000	-00.000000	+03.799800	+02.604100	+03.799800	+02.604100
+2173.894000	-00.000000	+03.599900	+02.482000	+03.599900	+02.482000
+2195.636000	-00.000000	+03.399900	+02.319300	+03.399900	+02.360000
+2216.340000	-00.000000	+03.199900	+02.197200	+03.199900	+02.197200
+2247.041000	-00.000000	+02.999800	+02.075100	+02.999800	+02.075100
+2261.422000	-00.000000	+02.799900	+01.953100	+02.799900	+01.912400
+2284.152000	-00.000000	+02.599900	+01.749600	+02.599900	+01.790300
+2303.708000	-00.000000	+02.399900	+01.668200	+02.399900	+01.668200
+2321.604000	-00.000000	+02.199800	+01.546200	+02.199800	+01.546200
+2343.345000	-00.000000	+01.999900	+01.383400	+01.999900	+01.383400
+2362.731000	-00.000000	+01.799900	+01.220700	+01.799900	+01.261300
+2381.127000	-00.000000	+01.599900	+01.098600	+01.599900	+01.098600
+2400.232000	-00.000000	+01.399800	+00.935800	+01.399800	+00.976500
+2409.229000	-00.000000	+01.199900	+00.813800	+01.199900	+00.813800
+2411.890000	-00.000000	+00.999900	+00.651000	+00.999900	+00.651000
+2427.992000	-00.000000	+00.799900	+00.528900	+00.799900	+00.488200
+2443.983000	-00.000000	+00.599800	+00.406900	+00.599800	+00.366200
+2454.311000	-00.000000	+00.399900	+00.244100	+00.399900	+00.203400
+2460.183000	-00.000000	+00.199900	+00.040600	+00.199900	+00.081300
