%26/03/2021 11:46:38
%Laser Wavelength:697[nm]
%Laser Power:5[mW]
%Amplifier Gain:40[dB]
%2-1
%0.0	0.0
%12.0	12.0
%0.2	0.2
%1
%Swipe sulla tensione con onda sinusoidale su un canale, canali rimanenti a 0 V.Chip Q2-2+8
%PD at channel 3: Voltage [V]	Current [mA]	Channel 0 : Voltage [V]	Current [mA]	Channel 0 : Voltage [V]	Current [mA]
+1309.415000	-00.000000	+05.599900	+03.824800	+05.599900	+03.865500
+1257.570000	-00.000000	+05.399800	+03.662100	+05.399800	+03.702700
+1206.494000	-00.000000	+05.199900	+03.540000	+05.199900	+03.580700
+1154.430000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+1103.427000	-00.000000	+04.799900	+03.295800	+04.799900	+03.295800
+1053.902000	-00.000000	+04.599800	+03.133100	+04.599800	+03.133100
+1014.020000	-00.000000	+04.399900	+03.011000	+04.399900	+03.011000
+977.654000	-00.000000	+04.199900	+02.929600	+04.199900	+02.888900
+938.310000	-00.000000	+03.999900	+02.766900	+03.999900	+02.766900
+902.029000	-00.000000	+03.799800	+02.604100	+03.799800	+02.604100
+869.948000	-00.000000	+03.599900	+02.482000	+03.599900	+02.441400
+837.306000	-00.000000	+03.399900	+02.319300	+03.399900	+02.319300
+805.713000	-00.000000	+03.199900	+02.197200	+03.199900	+02.197200
+781.884000	-00.000000	+02.999800	+02.075100	+02.999800	+02.075100
+756.200000	-00.000000	+02.799900	+01.912400	+02.799900	+01.912400
+735.997000	+00.040600	+02.599900	+01.749600	+02.599900	+01.749600
+717.966000	-00.000000	+02.399900	+01.668200	+02.399900	+01.668200
+702.658000	-00.000000	+02.199800	+01.505500	+02.199800	+01.546200
+685.018000	-00.000000	+01.999900	+01.383400	+01.999900	+01.342700
+668.990000	-00.000000	+01.799900	+01.220700	+01.799900	+01.220700
+658.467000	-00.000000	+01.599900	+01.098600	+01.599900	+01.098600
+648.152000	-00.000000	+01.399800	+00.976500	+01.399800	+00.935800
+638.838000	-00.000000	+01.199900	+00.813800	+01.199900	+00.813800
+631.758000	-00.000000	+00.999900	+00.651000	+00.999900	+00.651000
+626.472000	+00.040600	+00.799900	+00.528900	+00.799900	+00.528900
+620.392000	-00.000000	+00.599800	+00.366200	+00.599800	+00.406900
+613.886000	-00.000000	+00.399900	+00.244100	+00.399900	+00.244100
+608.893000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
+604.132000	-00.000000	+00.000000	-00.040600	+00.000000	-00.040600
+604.621000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
+606.684000	-00.000000	+00.399900	+00.244100	+00.399900	+00.203400
+611.359000	+00.040600	+00.599800	+00.325500	+00.599800	+00.366200
+617.206000	-00.000000	+00.799900	+00.528900	+00.799900	+00.528900
+624.995000	-00.000000	+00.999900	+00.651000	+00.999900	+00.691700
+634.138000	-00.000000	+01.199900	+00.813800	+01.199900	+00.813800
+647.432000	-00.000000	+01.399800	+00.935800	+01.399800	+00.935800
+663.668000	-00.000000	+01.599900	+01.098600	+01.599900	+01.098600
+672.677000	-00.000000	+01.799900	+01.220700	+01.799900	+01.261300
+689.743000	-00.000000	+01.999900	+01.383400	+01.999900	+01.383400
+707.138000	-00.000000	+02.199800	+01.546200	+02.199800	+01.505500
+725.156000	-00.000000	+02.399900	+01.668200	+02.399900	+01.668200
+746.178000	-00.000000	+02.599900	+01.790300	+02.599900	+01.749600
+769.042000	-00.000000	+02.799900	+01.912400	+02.799900	+01.912400
+791.015000	-00.000000	+02.999800	+02.034500	+02.999800	+02.034500
+816.065000	-00.000000	+03.199900	+02.197200	+03.199900	+02.197200
+844.008000	-00.000000	+03.399900	+02.360000	+03.399900	+02.319300
+875.552000	-00.000000	+03.599900	+02.482000	+03.599900	+02.482000
+908.316000	-00.000000	+03.799800	+02.604100	+03.799800	+02.604100
+944.194000	-00.000000	+03.999900	+02.726200	+03.999900	+02.766900
+981.011000	-00.000000	+04.199900	+02.929600	+04.199900	+02.888900
+1020.099000	-00.000000	+04.399900	+03.011000	+04.399900	+03.011000
+1060.274000	+00.040600	+04.599800	+03.173800	+04.599800	+03.133100
+1105.441000	+00.040600	+04.799900	+03.295800	+04.799900	+03.336500
+1154.259000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+1205.017000	+00.040600	+05.199900	+03.580700	+05.199900	+03.580700
+1254.445000	-00.000000	+05.399800	+03.702700	+05.399800	+03.702700
+1305.753000	-00.000000	+05.599900	+03.865500	+05.599900	+03.824800
+1358.953000	-00.000000	+05.799900	+03.987600	+05.799900	+03.987600
+1419.233000	-00.000000	+05.999900	+04.109700	+05.999900	+04.109700
+1478.585000	-00.000000	+06.199800	+04.231700	+06.199800	+04.231700
+1445.198000	-00.000000	+06.400000	+04.394500	+06.400000	+04.353800
+1598.755000	+00.040600	+06.599900	+04.516600	+06.599900	+04.516600
+1665.481000	+00.040600	+06.799900	+04.638600	+06.799900	+04.638600
+1738.554000	-00.000000	+06.999800	+04.760700	+06.999800	+04.760700
+1810.627000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1891.977000	-00.000000	+07.399900	+05.045500	+07.399900	+05.004800
+1974.450000	-00.000000	+07.599900	+05.167600	+07.599900	+05.126900
+2045.766000	-00.000000	+07.799800	+05.208300	+07.799800	+05.208300
+2120.463000	-00.000000	+08.000000	+05.330400	+08.000000	+05.371000
+2194.232000	-00.000000	+08.199900	+05.493100	+08.199900	+05.452400
+2276.547000	+00.040600	+08.399900	+05.574500	+08.399900	+05.574500
+2359.716000	-00.000000	+08.599800	+05.737300	+08.599800	+05.737300
+2439.247000	-00.000000	+08.800000	+05.859300	+08.800000	+05.859300
+2517.374000	+00.040600	+08.999900	+05.981400	+08.999900	+05.981400
+2586.676000	-00.000000	+09.199900	+06.103500	+09.199900	+06.103500
+2655.513000	-00.000000	+09.399800	+06.184800	+09.399800	+06.225500
+2725.535000	-00.000000	+09.600000	+06.306900	+09.600000	+06.347600
+2786.645000	-00.000000	+09.799900	+06.469700	+09.799900	+06.429000
+2848.036000	-00.000000	+09.999900	+06.551100	+09.999900	+06.551100
+2899.808000	-00.000000	+10.199800	+06.673100	+10.199800	+06.673100
+2946.818000	+00.040600	+10.399900	+06.795200	+10.399900	+06.795200
+2972.466000	+00.040600	+10.599900	+06.917300	+10.599900	+06.917300
+3001.532000	-00.000000	+10.799900	+06.998600	+10.799900	+06.958000
+3038.643000	-00.000000	+10.999800	+07.080000	+10.999800	+07.080000
+3076.400000	-00.000000	+11.199900	+07.242800	+11.199900	+07.202100
+3107.724000	-00.000000	+11.399900	+07.324200	+11.399900	+07.324200
+3137.657000	-00.000000	+11.599900	+07.446200	+11.599900	+07.446200
+3187.072000	-00.000000	+11.799800	+07.527600	+11.799800	+07.527600
+3205.628000	-00.000000	+12.000000	+07.649700	+12.000000	+07.649700
+3195.959000	-00.000000	+11.799800	+07.527600	+11.799800	+07.527600
+3173.803000	-00.000000	+11.599900	+07.446200	+11.599900	+07.405500
+3150.645000	+00.040600	+11.399900	+07.324200	+11.399900	+07.324200
+3118.784000	+00.040600	+11.199900	+07.202100	+11.199900	+07.202100
+3084.884000	-00.000000	+10.999800	+07.120700	+10.999800	+07.120700
+3043.062000	-00.000000	+10.799900	+06.998600	+10.799900	+06.958000
+2999.811000	-00.000000	+10.599900	+06.917300	+10.599900	+06.917300
+2949.052000	-00.000000	+10.399900	+06.795200	+10.399900	+06.795200
+2896.731000	-00.000000	+10.199800	+06.673100	+10.199800	+06.673100
+2842.152000	-00.000000	+09.999900	+06.551100	+09.999900	+06.551100
+2774.718000	-00.000000	+09.799900	+06.469700	+09.799900	+06.429000
+2710.923000	-00.000000	+09.600000	+06.347600	+09.600000	+06.306900
+2642.061000	-00.000000	+09.399800	+06.184800	+09.399800	+06.225500
+2571.148000	-00.000000	+09.199900	+06.103500	+09.199900	+06.062800
+2499.332000	-00.000000	+08.999900	+05.981400	+08.999900	+05.981400
+2430.287000	-00.000000	+08.800000	+05.818600	+08.800000	+05.859300
+2355.162000	-00.000000	+08.599800	+05.696600	+08.599800	+05.696600
+2276.217000	+00.040600	+08.399900	+05.615200	+08.399900	+05.615200
+2201.276000	-00.000000	+08.199900	+05.452400	+08.199900	+05.493100
+2119.486000	-00.000000	+08.000000	+05.330400	+08.000000	+05.330400
+2041.200000	-00.000000	+07.799800	+05.208300	+07.799800	+05.208300
+1963.817000	-00.000000	+07.599900	+05.126900	+07.599900	+05.126900
+1888.888000	-00.000000	+07.399900	+05.004800	+07.399900	+05.004800
+1819.306000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1749.968000	-00.000000	+06.999800	+04.720000	+06.999800	+04.760700
+1684.048000	-00.000000	+06.799900	+04.638600	+06.799900	+04.597900
+1621.448000	+00.040600	+06.599900	+04.516600	+06.599900	+04.475900
+1558.751000	+00.040600	+06.400000	+04.394500	+06.400000	+04.394500
+1493.783000	-00.000000	+06.199800	+04.231700	+06.199800	+04.231700
+1435.664000	-00.000000	+05.999900	+04.069000	+05.999900	+04.109700
+1376.824000	-00.000000	+05.799900	+03.987600	+05.799900	+03.987600
+1323.014000	-00.000000	+05.599900	+03.824800	+05.599900	+03.824800
+1267.763000	-00.000000	+05.399800	+03.662100	+05.399800	+03.702700
+1219.459000	-00.000000	+05.199900	+03.540000	+05.199900	+03.580700
+1173.437000	+00.040600	+04.999900	+03.458600	+04.999900	+03.458600
+1126.756000	+00.040600	+04.799900	+03.295800	+04.799900	+03.295800
+1082.931000	-00.000000	+04.599800	+03.173800	+04.599800	+03.173800
+1040.291000	-00.000000	+04.399900	+03.011000	+04.399900	+03.011000
+998.041000	-00.000000	+04.199900	+02.888900	+04.199900	+02.888900
+958.061000	-00.000000	+03.999900	+02.766900	+03.999900	+02.766900
+920.817000	-00.000000	+03.799800	+02.604100	+03.799800	+02.604100
+886.258000	-00.000000	+03.599900	+02.482000	+03.599900	+02.441400
+853.774000	+00.040600	+03.399900	+02.319300	+03.399900	+02.319300
+824.110000	-00.000000	+03.199900	+02.197200	+03.199900	+02.197200
+797.559000	-00.000000	+02.999800	+02.075100	+02.999800	+02.034500
+770.104000	-00.000000	+02.799900	+01.912400	+02.799900	+01.912400
+749.364000	-00.000000	+02.599900	+01.749600	+02.599900	+01.790300
+727.720000	-00.000000	+02.399900	+01.668200	+02.399900	+01.668200
+710.715000	-00.000000	+02.199800	+01.546200	+02.199800	+01.505500
+693.368000	-00.000000	+01.999900	+01.383400	+01.999900	+01.383400
+678.085000	-00.000000	+01.799900	+01.220700	+01.799900	+01.220700
+667.611000	+00.040600	+01.599900	+01.057900	+01.599900	+01.057900
+657.222000	-00.000000	+01.399800	+00.935800	+01.399800	+00.935800
+647.957000	-00.000000	+01.199900	+00.813800	+01.199900	+00.813800
+640.352000	+00.040600	+00.999900	+00.691700	+00.999900	+00.651000
+635.139000	+00.040600	+00.799900	+00.488200	+00.799900	+00.488200
+629.463000	+00.040600	+00.599800	+00.366200	+00.599800	+00.325500
+625.739000	-00.000000	+00.399900	+00.203400	+00.399900	+00.244100
+623.713000	-00.000000	+00.199900	+00.040600	+00.199900	+00.081300
