%26/03/2021 12:24:14
%Laser Wavelength:697[nm]
%Laser Power:5[mW]
%Amplifier Gain:40[dB]
%1-2
%0.0	0.0
%12.0	12.0
%0.2	0.2
%1
%Swipe sulla tensione con onda sinusoidale su un canale, canali rimanenti a 0 V.Chip Q2-2+8
%PD at channel 3: Voltage [V]	Current [mA]	Channel 0 : Voltage [V]	Current [mA]	Channel 0 : Voltage [V]	Current [mA]
+1609.473000	-00.000000	+10.199800	+06.673100	+10.199800	+06.673100
+1585.095000	-00.000000	+09.999900	+06.551100	+09.999900	+06.551100
+1566.759000	-00.000000	+09.799900	+06.429000	+09.799900	+06.429000
+1545.628000	-00.000000	+09.600000	+06.306900	+09.600000	+06.306900
+1517.429000	-00.000000	+09.399800	+06.184800	+09.399800	+06.184800
+1491.867000	-00.000000	+09.199900	+06.062800	+09.199900	+06.062800
+1459.163000	-00.000000	+08.999900	+05.940700	+08.999900	+05.940700
+1430.598000	-00.000000	+08.800000	+05.818600	+08.800000	+05.859300
+1406.354000	-00.000000	+08.599800	+05.696600	+08.599800	+05.696600
+1372.503000	-00.000000	+08.399900	+05.574500	+08.399900	+05.574500
+1333.488000	-00.000000	+08.199900	+05.452400	+08.199900	+05.452400
+1300.333000	-00.000000	+08.000000	+05.330400	+08.000000	+05.330400
+1260.219000	+00.040600	+07.799800	+05.208300	+07.799800	+05.208300
+1224.342000	-00.000000	+07.599900	+05.126900	+07.599900	+05.086200
+1185.009000	-00.000000	+07.399900	+05.004800	+07.399900	+04.964100
+1151.622000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1115.976000	-00.000000	+06.999800	+04.720000	+06.999800	+04.760700
+1074.630000	-00.000000	+06.799900	+04.638600	+06.799900	+04.597900
+1033.576000	-00.000000	+06.599900	+04.475900	+06.599900	+04.475900
+995.184000	-00.000000	+06.400000	+04.353800	+06.400000	+04.353800
+959.343000	+00.040600	+06.199800	+04.231700	+06.199800	+04.231700
+924.906000	-00.000000	+05.999900	+04.109700	+05.999900	+04.069000
+892.154000	+00.040600	+05.799900	+03.946900	+05.799900	+03.946900
+860.427000	-00.000000	+05.599900	+03.824800	+05.599900	+03.824800
+827.491000	-00.000000	+05.399800	+03.702700	+05.399800	+03.702700
+801.331000	-00.000000	+05.199900	+03.540000	+05.199900	+03.540000
+765.746000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+735.752000	-00.000000	+04.799900	+03.295800	+04.799900	+03.295800
+714.402000	-00.000000	+04.599800	+03.133100	+04.599800	+03.133100
+689.377000	-00.000000	+04.399900	+03.011000	+04.399900	+03.011000
+665.377000	-00.000000	+04.199900	+02.888900	+04.199900	+02.888900
+645.235000	-00.000000	+03.999900	+02.726200	+03.999900	+02.726200
+617.634000	-00.000000	+03.799800	+02.604100	+03.799800	+02.604100
+599.298000	-00.000000	+03.599900	+02.441400	+03.599900	+02.441400
+577.227000	+00.040600	+03.399900	+02.360000	+03.399900	+02.319300
+562.175000	-00.000000	+03.199900	+02.156500	+03.199900	+02.156500
+547.380000	-00.000000	+02.999800	+02.075100	+02.999800	+02.075100
+516.605000	-00.000000	+02.799900	+01.912400	+02.799900	+01.912400
+462.734000	-00.000000	+02.599900	+01.749600	+02.599900	+01.790300
+492.972000	-00.000000	+02.399900	+01.668200	+02.399900	+01.668200
+480.776000	-00.000000	+02.199800	+01.546200	+02.199800	+01.546200
+478.555000	-00.000000	+01.999900	+01.383400	+01.999900	+01.383400
+460.317000	-00.000000	+01.799900	+01.220700	+01.799900	+01.220700
+451.479000	-00.000000	+01.599900	+01.098600	+01.599900	+01.098600
+433.961000	+00.040600	+01.399800	+00.935800	+01.399800	+00.976500
+427.735000	-00.000000	+01.199900	+00.813800	+01.199900	+00.813800
+432.118000	+00.040600	+00.999900	+00.651000	+00.999900	+00.651000
+424.427000	-00.000000	+00.799900	+00.528900	+00.799900	+00.528900
+412.659000	-00.000000	+00.599800	+00.366200	+00.599800	+00.366200
+420.325000	-00.000000	+00.399900	+00.244100	+00.399900	+00.203400
+416.700000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
+417.627000	-00.000000	+00.000000	-00.040600	+00.000000	-00.040600
+414.393000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
+414.466000	-00.000000	+00.399900	+00.203400	+00.399900	+00.244100
+417.652000	-00.000000	+00.599800	+00.366200	+00.599800	+00.366200
+418.690000	-00.000000	+00.799900	+00.488200	+00.799900	+00.488200
+425.318000	-00.000000	+00.999900	+00.651000	+00.999900	+00.651000
+426.392000	-00.000000	+01.199900	+00.813800	+01.199900	+00.773100
+425.184000	-00.000000	+01.399800	+00.935800	+01.399800	+00.935800
+438.649000	-00.000000	+01.599900	+01.057900	+01.599900	+01.057900
+458.351000	-00.000000	+01.799900	+01.261300	+01.799900	+01.261300
+457.985000	-00.000000	+01.999900	+01.383400	+01.999900	+01.342700
+459.609000	-00.000000	+02.199800	+01.505500	+02.199800	+01.505500
+482.205000	-00.000000	+02.399900	+01.668200	+02.399900	+01.668200
+497.391000	-00.000000	+02.599900	+01.749600	+02.599900	+01.790300
+507.743000	-00.000000	+02.799900	+01.912400	+02.799900	+01.912400
+520.939000	-00.000000	+02.999800	+02.034500	+02.999800	+02.075100
+537.907000	-00.000000	+03.199900	+02.197200	+03.199900	+02.197200
+560.869000	-00.000000	+03.399900	+02.319300	+03.399900	+02.319300
+581.512000	-00.000000	+03.599900	+02.482000	+03.599900	+02.482000
+602.387000	-00.000000	+03.799800	+02.604100	+03.799800	+02.604100
+622.138000	-00.000000	+03.999900	+02.766900	+03.999900	+02.726200
+643.257000	+00.040600	+04.199900	+02.888900	+04.199900	+02.888900
+664.083000	-00.000000	+04.399900	+03.051700	+04.399900	+03.011000
+686.679000	-00.000000	+04.599800	+03.133100	+04.599800	+03.173800
+711.924000	-00.000000	+04.799900	+03.295800	+04.799900	+03.295800
+734.031000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+755.821000	-00.000000	+05.199900	+03.580700	+05.199900	+03.580700
+786.181000	-00.000000	+05.399800	+03.702700	+05.399800	+03.702700
+815.943000	-00.000000	+05.599900	+03.824800	+05.599900	+03.824800
+847.877000	-00.000000	+05.799900	+03.946900	+05.799900	+03.946900
+883.486000	+00.040600	+05.999900	+04.069000	+05.999900	+04.109700
+911.075000	-00.000000	+06.199800	+04.191000	+06.199800	+04.191000
+945.842000	-00.000000	+06.400000	+04.353800	+06.400000	+04.353800
+979.864000	+00.040600	+06.599900	+04.475900	+06.599900	+04.475900
+1004.840000	+00.040600	+06.799900	+04.597900	+06.799900	+04.638600
+1031.233000	-00.000000	+06.999800	+04.760700	+06.999800	+04.760700
+1068.844000	-00.000000	+07.200000	+04.882800	+07.200000	+04.882800
+1103.537000	-00.000000	+07.399900	+05.004800	+07.399900	+05.004800
+1137.059000	-00.000000	+07.599900	+05.126900	+07.599900	+05.126900
+1178.259000	-00.000000	+07.799800	+05.167600	+07.799800	+05.208300
+1216.334000	-00.000000	+08.000000	+05.330400	+08.000000	+05.330400
+1254.152000	-00.000000	+08.199900	+05.452400	+08.199900	+05.452400
+1301.907000	-00.000000	+08.399900	+05.574500	+08.399900	+05.574500
+1346.855000	-00.000000	+08.599800	+05.737300	+08.599800	+05.696600
+1382.208000	-00.000000	+08.800000	+05.818600	+08.800000	+05.818600
+1411.200000	-00.000000	+08.999900	+05.940700	+08.999900	+05.940700
+1440.022000	+00.040600	+09.199900	+06.062800	+09.199900	+06.103500
+1468.282000	-00.000000	+09.399800	+06.184800	+09.399800	+06.184800
+1492.172000	+00.040600	+09.600000	+06.266200	+09.600000	+06.306900
+1518.430000	-00.000000	+09.799900	+06.469700	+09.799900	+06.429000
+1538.719000	-00.000000	+09.999900	+06.551100	+09.999900	+06.551100
+1556.810000	-00.000000	+10.199800	+06.713800	+10.199800	+06.632400
+1569.762000	-00.000000	+10.399900	+06.754500	+10.399900	+06.795200
+1595.068000	-00.000000	+10.599900	+06.876600	+10.599900	+06.876600
+1626.832000	-00.000000	+10.799900	+06.958000	+10.799900	+06.958000
+1645.399000	-00.000000	+10.999800	+07.080000	+10.999800	+07.080000
+1655.788000	-00.000000	+11.199900	+07.202100	+11.199900	+07.202100
+1668.215000	-00.000000	+11.399900	+07.324200	+11.399900	+07.324200
+1674.819000	-00.000000	+11.599900	+07.405500	+11.599900	+07.405500
+1674.441000	-00.000000	+11.799800	+07.527600	+11.799800	+07.568300
+1671.572000	-00.000000	+12.000000	+07.609000	+12.000000	+07.649700
+1657.924000	-00.000000	+11.799800	+07.527600	+11.799800	+07.527600
+1652.809000	-00.000000	+11.599900	+07.405500	+11.599900	+07.405500
+1642.909000	-00.000000	+11.399900	+07.324200	+11.399900	+07.283500
+1635.218000	-00.000000	+11.199900	+07.161400	+11.199900	+07.202100
+1628.211000	+00.040600	+10.999800	+07.039300	+10.999800	+07.080000
+1622.633000	-00.000000	+10.799900	+06.958000	+10.799900	+06.958000
+1612.928000	-00.000000	+10.599900	+06.917300	+10.599900	+06.876600
+1599.414000	-00.000000	+10.399900	+06.795200	+10.399900	+06.795200
+1592.798000	-00.000000	+10.199800	+06.673100	+10.199800	+06.632400
+1574.462000	-00.000000	+09.999900	+06.551100	+09.999900	+06.551100
+1549.864000	-00.000000	+09.799900	+06.429000	+09.799900	+06.429000
+1526.157000	-00.000000	+09.600000	+06.266200	+09.600000	+06.266200
+1497.116000	-00.000000	+09.399800	+06.184800	+09.399800	+06.144200
+1472.835000	-00.000000	+09.199900	+06.103500	+09.199900	+06.062800
+1442.061000	-00.000000	+08.999900	+05.940700	+08.999900	+05.940700
+1412.690000	-00.000000	+08.800000	+05.818600	+08.800000	+05.818600
+1384.942000	-00.000000	+08.599800	+05.696600	+08.599800	+05.696600
+1350.359000	-00.000000	+08.399900	+05.574500	+08.399900	+05.574500
+1319.608000	-00.000000	+08.199900	+05.452400	+08.199900	+05.452400
+1284.658000	-00.000000	+08.000000	+05.289700	+08.000000	+05.330400
+1248.842000	+00.040600	+07.799800	+05.167600	+07.799800	+05.167600
+1211.695000	+00.040600	+07.599900	+05.086200	+07.599900	+05.086200
+1175.317000	-00.000000	+07.399900	+05.004800	+07.399900	+04.964100
+1134.959000	+00.040600	+07.200000	+04.842100	+07.200000	+04.882800
+1096.774000	-00.000000	+06.999800	+04.720000	+06.999800	+04.720000
+1058.541000	-00.000000	+06.799900	+04.597900	+06.799900	+04.638600
+1024.775000	-00.000000	+06.599900	+04.475900	+06.599900	+04.475900
+996.393000	+00.040600	+06.400000	+04.313100	+06.400000	+04.353800
+960.503000	-00.000000	+06.199800	+04.231700	+06.199800	+04.231700
+920.841000	-00.000000	+05.999900	+04.069000	+05.999900	+04.109700
+889.212000	-00.000000	+05.799900	+03.946900	+05.799900	+03.946900
+862.990000	-00.000000	+05.599900	+03.824800	+05.599900	+03.824800
+828.724000	-00.000000	+05.399800	+03.662100	+05.399800	+03.662100
+796.545000	-00.000000	+05.199900	+03.540000	+05.199900	+03.540000
+771.435000	-00.000000	+04.999900	+03.458600	+04.999900	+03.458600
+742.698000	-00.000000	+04.799900	+03.295800	+04.799900	+03.295800
+715.574000	-00.000000	+04.599800	+03.133100	+04.599800	+03.133100
+686.935000	+00.040600	+04.399900	+03.011000	+04.399900	+03.011000
+662.862000	-00.000000	+04.199900	+02.848300	+04.199900	+02.888900
+636.934000	-00.000000	+03.999900	+02.766900	+03.999900	+02.726200
+609.040000	-00.000000	+03.799800	+02.604100	+03.799800	+02.604100
+592.706000	-00.000000	+03.599900	+02.482000	+03.599900	+02.482000
+572.662000	-00.000000	+03.399900	+02.319300	+03.399900	+02.319300
+554.765000	-00.000000	+03.199900	+02.197200	+03.199900	+02.197200
+531.803000	-00.000000	+02.999800	+02.034500	+02.999800	+02.075100
+516.446000	-00.000000	+02.799900	+01.912400	+02.799900	+01.912400
+501.248000	-00.000000	+02.599900	+01.749600	+02.599900	+01.790300
+490.249000	+00.040600	+02.399900	+01.627600	+02.399900	+01.627600
+477.493000	-00.000000	+02.199800	+01.546200	+02.199800	+01.505500
+467.690000	-00.000000	+01.999900	+01.383400	+01.999900	+01.342700
+459.279000	+00.040600	+01.799900	+01.261300	+01.799900	+01.261300
+451.405000	-00.000000	+01.599900	+01.098600	+01.599900	+01.098600
+442.018000	-00.000000	+01.399800	+00.935800	+01.399800	+00.935800
+432.093000	-00.000000	+01.199900	+00.813800	+01.199900	+00.813800
+426.563000	-00.000000	+00.999900	+00.651000	+00.999900	+00.651000
+424.915000	-00.000000	+00.799900	+00.528900	+00.799900	+00.528900
+424.622000	-00.000000	+00.599800	+00.366200	+00.599800	+00.366200
+419.996000	-00.000000	+00.399900	+00.203400	+00.399900	+00.203400
+418.348000	-00.000000	+00.199900	+00.081300	+00.199900	+00.081300
